Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
TMBIM1	4	0.011214	0.15631	0.97126	0.99832	0.87579	1
TMBIM4	4	-0.13585	-0.61407	0.1336	0.86011	0.53917	1
TMBIM6	4	-0.054981	-0.5433	0.49266	0.97647	0.58692	1
TMC1	4	0.042668	0.60546	0.69827	0.9916	0.54488	1
TMC2	4	0.099895	1.2411	0.31002	0.94195	0.21455	1
TMC3	4	0.15723	1.4176	0.10942	0.82516	0.1563	1
TMC4	4	0.0061869	0.076174	0.98482	0.99832	0.93928	1
TMC5	4	0.020669	0.2538	0.8878	0.99516	0.79965	1
TMC6	4	-0.018775	-0.26188	0.76721	0.99276	0.79342	1
TMC7	4	-0.026367	-0.3159	0.70388	0.99183	0.75208	1
TMC8	4	-0.047954	-0.62105	0.54064	0.97898	0.53457	1
TMCC1	4	-0.04279	-0.62379	0.57673	0.98163	0.53277	1
TMCC2	4	-0.0036174	-0.040658	0.89698	0.99605	0.96757	1
TMCC3	4	0.016674	0.21866	0.92327	0.99749	0.82692	1
TMCO1	4	-0.11585	-1.2124	0.18892	0.88813	0.22537	1
TMCO2	4	-0.051725	-0.46509	0.51501	0.97782	0.64187	1
TMCO3	4	-0.029782	-0.3954	0.67586	0.9899	0.69255	1
TMCO4	4	0.0062846	0.072797	0.98566	0.99832	0.94197	1
TMCO5A	4	0.0047915	0.035709	0.9732	0.99832	0.97151	1
TMCO6	4	0.031934	0.42506	0.78945	0.99276	0.67079	1
TMED1	4	-0.0083895	-0.10829	0.85522	0.99348	0.91377	1
TMED10	4	0.049624	0.29983	0.64083	0.98623	0.76431	1
TMED2	4	-0.11518	-0.78067	0.19109	0.88995	0.435	1
TMED3	4	-0.075421	-0.98736	0.36851	0.95983	0.32347	1
TMED4	4	-0.081157	-0.8168	0.3371	0.95163	0.41404	1
TMED5	4	0.17591	1.8108	0.075225	0.74958	0.070165	1
TMED6	4	0.040268	0.46582	0.7185	0.99256	0.64134	1
TMED7	4	0.076149	0.8597	0.44729	0.96924	0.38995	1
TMED7-TICAM2	2	-0.020704	-0.21898	0.81447	0.99276	0.82666	1
TMED8	4	0.011103	0.19441	0.97248	0.99832	0.84585	1
TMED9	4	-0.025212	-0.31832	0.71278	0.99183	0.75024	1
TMEFF1	4	-0.029443	-0.19557	0.67764	0.9899	0.84495	1
TMEFF2	4	-0.16601	-1.4421	0.072167	0.73292	0.14927	1
TMEM100	4	-0.012615	-0.16061	0.81803	0.99276	0.8724	1
TMEM101	4	-0.21795	-2.5132	0.023407	0.50299	0.011964	1
TMEM102	4	-0.059629	-0.60028	0.46242	0.97153	0.54832	1
TMEM104	4	-0.23331	-2.7814	0.016012	0.4273	0.0054127	1
TMEM105	4	-0.12301	-1.0629	0.16841	0.87618	0.28784	1
TMEM106A	4	0.020137	0.11763	0.89247	0.9953	0.90636	1
TMEM106B	4	-0.02579	-0.31897	0.70894	0.99183	0.74975	1
TMEM106C	4	-0.046495	-0.67023	0.55026	0.98057	0.50271	1
TMEM107	4	0.093292	1.2644	0.34588	0.95655	0.2061	1
TMEM108	4	0.072889	0.87669	0.46914	0.97324	0.38065	1
TMEM109	4	0.0066219	0.086976	0.98832	0.99832	0.93069	1
TMEM11	4	-0.067452	-0.58488	0.41432	0.9678	0.55863	1
TMEM110	4	0.13085	1.1006	0.1822	0.88267	0.27109	1
TMEM115	4	0.11641	1.1672	0.23824	0.93163	0.24313	1
TMEM116	4	-0.035974	-0.35905	0.62565	0.98434	0.71956	1
TMEM117	4	-0.052271	-0.60661	0.51084	0.97782	0.54411	1
TMEM119	4	-0.097246	-0.83442	0.26154	0.93425	0.40404	1
TMEM120A	4	-0.17136	-1.9008	0.064717	0.70588	0.057326	1
TMEM120B	4	-0.04963	-0.69517	0.52874	0.97782	0.48695	1
TMEM121	4	0.12413	1.7356	0.20749	0.90781	0.08264	1
TMEM123	4	0.040578	0.29117	0.71578	0.99183	0.77092	1
TMEM125	4	0.019407	0.23645	0.89948	0.99662	0.81308	1
TMEM126A	4	-0.12681	-1.9241	0.15746	0.87489	0.054342	1
TMEM126B	4	-0.17689	-0.848	0.05938	0.69769	0.39644	1
TMEM127	4	0.023768	0.32357	0.85878	0.9944	0.74627	1
TMEM128	4	-0.036212	-0.4228	0.62343	0.98433	0.67244	1
TMEM129	4	0.066881	0.8256	0.5119	0.97782	0.40903	1
TMEM130	4	-0.034867	-0.20771	0.63416	0.98493	0.83546	1
TMEM131	4	-0.0059149	-0.060464	0.87713	0.99445	0.95179	1
TMEM132A	4	-0.032455	-0.49081	0.65356	0.98856	0.62356	1
TMEM132B	4	-0.039555	-0.58004	0.59802	0.98163	0.56189	1
TMEM132D	4	-0.066925	-0.87776	0.4171	0.9678	0.38007	1
TMEM132E	4	0.076587	0.97699	0.44446	0.96897	0.32858	1
TMEM133	4	-0.036683	-0.39467	0.61932	0.98431	0.69308	1
TMEM134	4	0.073048	0.54406	0.46825	0.97324	0.5864	1
TMEM135	4	-0.083587	-0.95372	0.32592	0.94947	0.34022	1
TMEM136	4	-0.011807	-0.20165	0.8257	0.99276	0.84019	1
TMEM138	4	0.21861	1.9313	0.030023	0.56276	0.053441	1
TMEM139	4	0.013121	0.22427	0.9548	0.99788	0.82255	1
TMEM140	4	-0.015015	-0.18477	0.79912	0.99276	0.85341	1
TMEM141	4	0.026254	0.32399	0.83821	0.99276	0.74594	1
TMEM143	4	0.088976	1.0847	0.37079	0.96087	0.27804	1
TMEM144	4	0.10178	1.4214	0.30073	0.93857	0.15519	1
TMEM145	4	-0.034502	-0.52128	0.63705	0.98557	0.60217	1
TMEM147	4	-0.17662	-1.6171	0.059491	0.69769	0.10586	1
TMEM14A	4	0.014663	0.18423	0.94079	0.99749	0.85384	1
TMEM14B	4	0.058167	0.3371	0.57667	0.98163	0.73604	1
TMEM14C	4	-0.015476	-0.26603	0.79512	0.99276	0.79022	1
TMEM14E	4	-0.056891	-0.84051	0.48071	0.97647	0.40062	1
TMEM150A	4	-0.10607	-1.1826	0.22423	0.91886	0.23696	1
TMEM150B	4	-0.085924	-1.0004	0.31352	0.94361	0.31711	1
TMEM150C	4	0.059276	0.51829	0.56916	0.98163	0.60425	1
TMEM151A	4	0.064067	0.75997	0.53258	0.97782	0.44727	1
TMEM151B	4	-0.0069094	-0.074863	0.86868	0.99445	0.94032	1
TMEM154	4	0.14824	1.1464	0.13321	0.8594	0.25162	1
TMEM155	4	0.076088	0.86876	0.44785	0.96924	0.38498	1
TMEM156	4	0.04366	0.36919	0.69004	0.99129	0.71199	1
TMEM158	4	0.12202	1.3588	0.21628	0.91498	0.17422	1
TMEM159	4	0.012926	0.16981	0.95658	0.99788	0.86516	1
TMEM160	4	0.055055	0.53403	0.60063	0.98163	0.59332	1
TMEM161A	4	0.044516	0.45794	0.68275	0.99092	0.647	1
TMEM161B	4	-0.04837	-0.48812	0.53703	0.97863	0.62547	1
TMEM163	4	0.0054387	0.080851	0.97915	0.99832	0.93556	1
TMEM164	4	0.0046798	0.055343	0.97231	0.99832	0.95587	1
TMEM165	4	-0.55213	-3.8518	0	0	0.00011728	0.21093
TMEM167A	4	-0.08222	-0.3619	0.33293	0.95163	0.71743	1
TMEM167B	4	-0.020347	-0.1636	0.75342	0.99276	0.87005	1
TMEM168	4	0.074685	0.49565	0.45697	0.96963	0.62014	1
TMEM169	4	-0.09918	-1.2185	0.2527	0.93425	0.22303	1
TMEM17	4	0.17306	1.1108	0.080563	0.77164	0.26665	1
TMEM170A	4	-0.041678	-0.49547	0.58418	0.98163	0.62027	1
TMEM170B	4	-0.028254	-0.41787	0.68837	0.99111	0.67604	1
TMEM171	4	0.054303	0.73242	0.60497	0.98163	0.46391	1
TMEM173	4	0.11107	1.0349	0.2607	0.93425	0.3007	1
TMEM174	4	-0.079874	-0.99502	0.34399	0.95655	0.31973	1
TMEM175	4	0.057973	0.83708	0.57845	0.98163	0.40255	1
TMEM176A	4	-0.057533	-0.47473	0.47654	0.97647	0.63498	1
TMEM176B	4	0.13228	0.89789	0.17797	0.88267	0.36924	1
TMEM177	4	0.041169	0.68906	0.71027	0.99183	0.49078	1
TMEM178A	4	-0.073757	-0.71301	0.37763	0.9615	0.47584	1
TMEM178B	4	0.042104	0.61242	0.70227	0.99168	0.54026	1
TMEM179	4	0.06997	1.0105	0.4901	0.97647	0.31225	1
TMEM179B	4	-0.10041	-1.3964	0.24897	0.93425	0.1626	1
TMEM18	4	-0.010947	-0.12412	0.83398	0.99276	0.90122	1
TMEM180	4	0.11064	1.062	0.26287	0.93425	0.28822	1
TMEM181	4	-0.036182	-0.42517	0.62371	0.98433	0.67071	1
TMEM182	4	0.00307	0.038434	0.95836	0.99788	0.96934	1
TMEM183A	4	0.063209	0.40498	0.53953	0.97898	0.68549	1
TMEM184A	4	-0.049432	-0.61141	0.52975	0.97782	0.54093	1
TMEM184B	4	0.090769	1.0675	0.36028	0.95746	0.28576	1
TMEM184C	4	-0.072763	-0.43308	0.38324	0.9615	0.66496	1
TMEM185A	4	0.041849	0.4545	0.70433	0.99183	0.64947	1
TMEM185B	4	0.020239	0.30803	0.89153	0.99516	0.75806	1
TMEM186	4	0.066041	0.69872	0.51813	0.97782	0.48473	1
TMEM187	4	-0.00055036	-0.0063942	0.9245	0.99749	0.9949	1
TMEM189	4	0.081065	0.58272	0.41721	0.9678	0.56008	1
TMEM189-UBE2V1	2	0.26144	1.9311	0.06961	0.72833	0.053476	1
TMEM19	4	0.078737	0.61956	0.43111	0.9678	0.53555	1
TMEM190	4	-0.062917	-0.83336	0.44079	0.96897	0.40464	1
TMEM192	4	0.086636	0.79985	0.38302	0.9615	0.4238	1
TMEM194A	4	-0.09215	-0.93339	0.2825	0.93619	0.35062	1
TMEM194B	4	-0.027627	-0.29165	0.69376	0.99129	0.77055	1
TMEM196	4	-0.076022	-0.98318	0.36534	0.95983	0.32552	1
TMEM198	4	-0.035547	-0.72549	0.62893	0.98493	0.46815	1
TMEM199	4	-0.046857	-0.22894	0.54815	0.98057	0.81892	1
TMEM2	4	0.058141	0.5381	0.577	0.98163	0.59051	1
TMEM200A	4	0.1197	2.0083	0.22445	0.91886	0.044615	1
TMEM200B	4	0.094208	1.2014	0.34093	0.95395	0.22958	1
TMEM200C	4	0.056175	0.7328	0.59329	0.98163	0.46368	1
TMEM201	4	0.10698	0.81873	0.27766	0.93549	0.41294	1
TMEM202	4	-0.034558	-0.41413	0.63627	0.98502	0.67878	1
TMEM203	4	0.027653	0.38647	0.82636	0.99276	0.69915	1
TMEM204	4	-0.049423	-0.78765	0.52975	0.97782	0.4309	1
TMEM205	4	0.0079648	0.098336	0.99961	0.99983	0.92167	1
TMEM206	4	-0.0076512	-0.091589	0.86256	0.99445	0.92702	1
TMEM207	4	-0.01326	-0.22744	0.81252	0.99276	0.82008	1
TMEM208	4	0.1128	1.2664	0.25347	0.93425	0.20537	1
TMEM209	4	0.20734	0.79441	0.037863	0.61111	0.42696	1
TMEM210	4	-0.094009	-1.1499	0.27477	0.93545	0.25019	1
TMEM211	4	0.053455	0.6805	0.61109	0.98204	0.49619	1
TMEM212	4	-0.089258	-0.92405	0.29695	0.93857	0.35546	1
TMEM213	4	0.051108	0.44988	0.62899	0.98493	0.6528	1
TMEM214	4	-0.0067421	-0.10056	0.86979	0.99445	0.9199	1
TMEM215	4	-0.027048	-0.36172	0.69982	0.9916	0.71756	1
TMEM216	4	0.034013	0.24674	0.77132	0.99276	0.80511	1
TMEM217	4	0.050727	0.28232	0.63233	0.98493	0.7777	1
TMEM218	4	-0.08897	-1.4219	0.29823	0.93857	0.15504	1
TMEM219	4	-0.063866	-0.54881	0.43506	0.9678	0.58314	1
TMEM220	4	0.10327	1.7067	0.2944	0.93857	0.087882	1
TMEM221	4	0.21228	2.4128	0.033915	0.58654	0.015829	1
TMEM222	4	0.14602	1.8442	0.13933	0.86244	0.065151	1
TMEM223	4	0.015466	0.16443	0.93478	0.99749	0.86939	1
TMEM225	4	0.04691	0.47622	0.66296	0.98986	0.63392	1
TMEM229A	4	-0.064166	-0.7555	0.433	0.9678	0.44995	1
TMEM229B	4	-0.015392	-0.15247	0.79573	0.99276	0.87882	1
TMEM230	4	0.11797	0.84101	0.23151	0.92533	0.40034	1
TMEM231	4	0.13263	1.503	0.17653	0.88267	0.13283	1
TMEM232	4	0.027694	0.22652	0.82625	0.99276	0.8208	1
TMEM233	4	0.040537	0.45667	0.71617	0.99199	0.64791	1
TMEM234	4	0.004604	0.034746	0.97153	0.99832	0.97228	1
TMEM235	4	-0.11227	-1.4611	0.20132	0.89968	0.14399	1
TMEM236	4	0.11255	0.98792	0.25448	0.93425	0.32319	1
TMEM237	4	0.027382	0.35622	0.82837	0.99276	0.72168	1
TMEM238	4	0.0824	0.88081	0.4091	0.9678	0.37842	1
TMEM239	4	-0.029032	-0.48319	0.6812	0.9899	0.62896	1
TMEM240	4	-0.070633	-0.88266	0.39547	0.96554	0.37742	1
TMEM241	4	0.085731	1.0037	0.38786	0.96172	0.3155	1
TMEM242	4	-0.068828	-0.42084	0.40682	0.9678	0.67387	1
TMEM243	4	-0.061905	-0.21151	0.44713	0.96924	0.83249	1
TMEM244	4	-0.044025	-0.55698	0.56739	0.98163	0.57754	1
TMEM245	4	-0.04936	-0.62501	0.53036	0.97782	0.53196	1
TMEM246	4	0.0074712	0.13458	0.99577	0.99922	0.89294	1
TMEM247	4	0.11378	1.4111	0.24947	0.93425	0.1582	1
TMEM248	4	0.0053862	0.045129	0.97882	0.99832	0.964	1
TMEM249	4	0.094757	1.2806	0.33771	0.95163	0.20035	1
TMEM25	4	0.018466	0.27928	0.90787	0.99749	0.78003	1
TMEM251	4	-0.12895	-1.0533	0.15267	0.87173	0.29223	1
TMEM252	4	0.05999	0.83524	0.56427	0.98163	0.40358	1
TMEM253	4	0.00037312	0.0043479	0.93323	0.99749	0.99653	1
TMEM254	4	0.016802	0.20919	0.9225	0.99749	0.8343	1
TMEM255A	4	-0.013375	-0.17189	0.8118	0.99276	0.86352	1
TMEM255B	4	0.039946	0.49816	0.72112	0.99256	0.61837	1
TMEM256	4	-0.065169	-0.75698	0.42772	0.9678	0.44906	1
TMEM257	3	-0.025657	-0.14514	0.75698	0.99276	0.8846	1
TMEM258	4	0.15096	1.1383	0.12588	0.85141	0.25499	1
TMEM259	4	-0.049848	-0.44759	0.52741	0.97782	0.65445	1
TMEM26	4	0.031255	0.28425	0.79595	0.99276	0.77622	1
TMEM260	4	-0.0094457	-0.13454	0.84655	0.99276	0.89298	1
TMEM261	4	-0.07782	-0.67027	0.35517	0.95672	0.50268	1
TMEM262	4	0.056001	0.57752	0.59418	0.98163	0.56359	1
TMEM27	4	-0.01877	-0.18663	0.76726	0.99276	0.85195	1
TMEM30A	4	0.074446	0.90058	0.45863	0.96963	0.36781	1
TMEM30B	4	-0.10275	-1.1453	0.23902	0.93193	0.25209	1
TMEM31	4	0.095019	1.1771	0.33593	0.95163	0.23915	1
TMEM33	4	-0.021508	-0.30897	0.7428	0.99276	0.75735	1
TMEM35	4	-0.093576	-1.0351	0.27694	0.93549	0.30061	1
TMEM37	4	-0.0066785	-0.10328	0.87023	0.99445	0.91774	1
TMEM38A	4	-0.13327	-1.3243	0.14033	0.86244	0.18541	1
TMEM38B	4	-0.10156	-1.0438	0.24363	0.93425	0.29659	1
TMEM39A	4	0.20617	2.1149	0.039197	0.61391	0.034435	1
TMEM39B	4	-0.009734	-0.10019	0.84399	0.99276	0.9202	1
TMEM40	4	-0.035589	-0.42561	0.62843	0.98493	0.67039	1
TMEM41A	4	0.13268	0.9202	0.17636	0.88267	0.35747	1
TMEM41B	4	0.08209	0.44029	0.41088	0.9678	0.65973	1
TMEM42	4	0.051666	0.62617	0.62487	0.98433	0.53121	1
TMEM43	4	0.089675	0.77243	0.36667	0.95983	0.43986	1
TMEM44	4	-0.16693	-2.0034	0.070833	0.73174	0.045134	1
TMEM45A	4	0.0512	0.55119	0.62827	0.98493	0.5815	1
TMEM45B	4	-0.040823	-0.46507	0.58968	0.98163	0.64188	1
TMEM47	4	-0.14023	-1.6469	0.12271	0.84898	0.099575	1
TMEM5	4	-0.050494	-0.32166	0.52402	0.97782	0.74771	1
TMEM50A	4	0.066472	0.56372	0.51501	0.97782	0.57294	1
TMEM50B	4	0.089253	1.0306	0.36912	0.95983	0.30274	1
TMEM51	4	0.056962	0.6966	0.58712	0.98163	0.48605	1
TMEM52	4	0.05351	0.62175	0.61086	0.98204	0.53411	1
TMEM52B	4	-0.034496	-0.49925	0.63711	0.98557	0.6176	1
TMEM53	4	-0.041451	-0.35425	0.58573	0.98163	0.72315	1
TMEM54	4	0.038333	0.43794	0.73402	0.99276	0.66143	1
TMEM55A	4	-0.00025496	-0.0019231	0.92694	0.99749	0.99847	1
TMEM55B	4	0.066948	0.66557	0.51151	0.97782	0.50569	1
TMEM56	4	-0.037377	-0.39735	0.61314	0.98255	0.69111	1
TMEM56-RWDD3	1	0.22033	0.70317	0.24491	0.93425	0.48195	1
TMEM57	4	0.0038893	0.041746	0.96508	0.99788	0.9667	1
TMEM59	4	-0.0013776	-0.016646	0.91694	0.99749	0.98672	1
TMEM59L	4	-0.041521	-0.47722	0.58523	0.98163	0.6332	1
TMEM60	4	0.15362	2.022	0.11904	0.84258	0.043175	1
TMEM61	4	0.051977	0.59324	0.62248	0.98433	0.55302	1
TMEM62	4	0.045986	0.52404	0.67052	0.9899	0.60025	1
TMEM63A	4	0.021964	0.25962	0.87568	0.99445	0.79516	1
TMEM63B	4	-0.079957	-0.83892	0.34338	0.95619	0.40151	1
TMEM63C	4	0.078208	0.87822	0.43428	0.9678	0.37982	1
TMEM64	4	-0.05509	-0.88023	0.49199	0.97647	0.37874	1
TMEM65	4	0.075469	0.60643	0.45185	0.96924	0.54423	1
TMEM66	4	0.073656	0.81901	0.46381	0.97181	0.41278	1
TMEM67	4	-0.047879	-0.33732	0.54098	0.97898	0.73587	1
TMEM68	4	0.081955	0.24003	0.41193	0.9678	0.81031	1
TMEM69	4	0.062215	0.36255	0.54642	0.98057	0.71694	1
TMEM70	4	0.23845	1.6066	0.020182	0.47706	0.10814	1
TMEM71	4	0.0050218	0.04423	0.97537	0.99832	0.96472	1
TMEM72	4	0.029333	0.20587	0.81152	0.99276	0.83689	1
TMEM74	4	0.054739	0.75802	0.60258	0.98163	0.44844	1
TMEM74B	4	0.016676	0.20945	0.92327	0.99749	0.8341	1
TMEM79	4	0.0090543	0.10489	0.99099	0.99832	0.91646	1
TMEM80	4	0.026741	0.27747	0.83387	0.99276	0.78142	1
TMEM81	4	0.10483	0.99203	0.28633	0.93752	0.32118	1
TMEM82	4	0.023985	0.26697	0.85706	0.99362	0.78949	1
TMEM86A	4	0.13318	1.5875	0.17491	0.88127	0.11241	1
TMEM86B	4	-0.087413	-0.96149	0.30602	0.93959	0.33631	1
TMEM87A	4	-0.15223	-0.81933	0.097909	0.80273	0.4126	1
TMEM87B	4	0.038048	0.41403	0.73663	0.99276	0.67885	1
TMEM88	4	-0.047597	-0.66531	0.54359	0.98057	0.50585	1
TMEM88B	4	0.051259	0.76676	0.62782	0.98493	0.44323	1
TMEM89	4	0.11477	1.2912	0.24569	0.93425	0.19662	1
TMEM8A	4	-0.1406	-1.8067	0.12215	0.84898	0.070811	1
TMEM8B	4	0.050783	0.52143	0.63182	0.98493	0.60207	1
TMEM8C	4	-0.029315	-0.41314	0.67869	0.9899	0.67951	1
TMEM9	4	0.14273	1.2622	0.14723	0.86806	0.20687	1
TMEM91	4	0.021435	0.1943	0.88085	0.99473	0.84594	1
TMEM92	4	0.049072	0.42985	0.64584	0.98807	0.66731	1
TMEM95	4	0.04481	0.41462	0.67964	0.9899	0.67842	1
TMEM97	4	0.017336	0.17924	0.91738	0.99749	0.85775	1
TMEM98	4	-0.042822	-0.5022	0.57645	0.98163	0.61553	1
TMEM99	4	-0.039441	-0.57867	0.59891	0.98163	0.56281	1
TMEM9B	4	-0.0074038	-0.055124	0.86467	0.99445	0.95604	1
TMF1	4	-0.1907	-1.8289	0.045091	0.64896	0.067415	1
TMIE	4	0.074279	1.1094	0.45997	0.96987	0.26725	1
TMIGD1	4	0.034522	0.29091	0.76621	0.99276	0.77112	1
TMIGD2	4	0.017147	0.15975	0.91916	0.99749	0.87308	1
TMLHE	4	-0.073512	-0.92407	0.37918	0.9615	0.35545	1
TMOD1	4	-0.090022	-0.81454	0.29278	0.93857	0.41534	1
TMOD2	4	0.14732	1.7693	0.13566	0.86037	0.076836	1
TMOD3	4	-0.14111	-1.5094	0.12093	0.84891	0.13119	1
TMOD4	4	0.075534	0.90221	0.45174	0.96924	0.36695	1
TMPO	4	-0.13905	-0.98444	0.12576	0.85141	0.3249	1
TMPPE	4	0.15604	1.3735	0.11231	0.82992	0.16958	1
TMPRSS11A	4	-0.052777	-0.43017	0.50678	0.97748	0.66707	1
TMPRSS11B	4	0.034806	0.28684	0.76382	0.99276	0.77423	1
TMPRSS11D	4	-0.10143	-0.95643	0.24408	0.93425	0.33885	1
TMPRSS11E	4	-0.091312	-0.89047	0.28656	0.93752	0.37321	1
TMPRSS11F	4	-0.019788	-0.22466	0.75859	0.99276	0.82224	1
TMPRSS12	4	-0.030725	-0.26122	0.6673	0.98986	0.79392	1
TMPRSS13	4	0.036223	0.2509	0.75281	0.99276	0.80189	1
TMPRSS15	4	0.066162	0.61829	0.51762	0.97782	0.53638	1
TMPRSS2	4	0.086302	1.079	0.38447	0.9615	0.28059	1
TMPRSS3	4	0.033119	0.44454	0.77988	0.99276	0.65665	1
TMPRSS4	4	0.063342	0.65629	0.53831	0.97898	0.51164	1
TMPRSS5	4	-0.0051097	-0.073882	0.88419	0.99513	0.9411	1
TMPRSS6	4	-0.088792	-1.4572	0.29912	0.93857	0.14506	1
TMPRSS7	4	0.019927	0.1098	0.89447	0.9953	0.91256	1
TMPRSS9	4	-0.0053126	-0.080389	0.8818	0.99473	0.93593	1
TMSB10	1	0.090569	1.5995	0.6346	0.98493	0.1097	1
TMSB15A	2	-0.12801	-0.6196	0.30129	0.93857	0.53552	1
TMSB4X	1	0.073336	0.39413	0.70833	0.99183	0.69348	1
TMSB4Y	1	-0.0044616	-0.026829	0.93628	0.99749	0.9786	1
TMTC1	4	0.028702	0.3856	0.81708	0.99276	0.69979	1
TMTC2	4	0.027409	0.24846	0.82809	0.99276	0.80378	1
TMTC3	4	0.030807	0.15579	0.79946	0.99276	0.8762	1
TMTC4	4	-0.10326	-1.1868	0.23691	0.93055	0.23532	1
TMUB1	4	-0.014929	-0.19721	0.79968	0.99276	0.84367	1
TMUB2	4	0.0063489	0.061576	0.98632	0.99832	0.9509	1
TMX1	4	0.0044945	0.044131	0.97059	0.99832	0.9648	1
TMX2	4	0.023476	0.11862	0.8615	0.99445	0.90558	1
TMX3	4	-0.1023	-0.91801	0.24063	0.93263	0.35861	1
TMX4	4	-0.11577	-1.3595	0.1892	0.8882	0.17399	1
TNC	4	0.04884	0.81429	0.64778	0.98807	0.41548	1
TNF	4	-0.048307	-0.49774	0.53731	0.97864	0.61867	1
TNFAIP1	4	0.075309	0.94532	0.45313	0.96924	0.3445	1
TNFAIP2	4	0.082468	1.1619	0.40837	0.9678	0.24529	1
TNFAIP3	4	-0.035163	-0.43655	0.63249	0.98493	0.66244	1
TNFAIP6	4	0.13692	1.3747	0.16329	0.87489	0.16923	1
TNFAIP8	4	-0.065378	-0.71905	0.42633	0.9678	0.47211	1
TNFAIP8L1	4	0.012683	0.2055	0.95863	0.99788	0.83718	1
TNFAIP8L2	4	0.11286	1.1237	0.2532	0.93425	0.26112	1
TNFAIP8L3	4	0.043284	0.38651	0.69309	0.99129	0.69912	1
TNFRSF10A	4	-0.0029212	-0.032501	0.90309	0.99675	0.97407	1
TNFRSF10B	4	0.0095937	0.10875	0.9866	0.99832	0.9134	1
TNFRSF10C	4	-0.13384	-1.2283	0.13894	0.86241	0.21935	1
TNFRSF10D	4	0.012687	0.12708	0.95858	0.99788	0.89888	1
TNFRSF11A	4	0.073309	0.83605	0.4662	0.97296	0.40313	1
TNFRSF11B	4	-0.023262	-0.28046	0.72818	0.99258	0.77912	1
TNFRSF12A	4	0.068618	0.82608	0.4995	0.97647	0.40876	1
TNFRSF13B	4	-0.068669	-0.7831	0.40737	0.9678	0.43357	1
TNFRSF13C	4	-0.031478	-0.3612	0.66157	0.98986	0.71795	1
TNFRSF14	4	0.063821	0.80406	0.53403	0.97782	0.42136	1
TNFRSF17	4	-0.02364	-0.19903	0.72495	0.99256	0.84224	1
TNFRSF18	4	0.0013251	0.019676	0.94218	0.99749	0.9843	1
TNFRSF19	4	-0.039002	-0.58752	0.60197	0.98163	0.55685	1
TNFRSF1A	4	-0.010897	-0.11962	0.83454	0.99276	0.90478	1
TNFRSF1B	4	-0.12159	-1.5852	0.17225	0.87673	0.11291	1
TNFRSF21	4	0.016048	0.14427	0.92928	0.99749	0.88529	1
TNFRSF25	4	0.0033711	0.036789	0.96103	0.99788	0.97065	1
TNFRSF4	4	0.031711	0.46207	0.79156	0.99276	0.64403	1
TNFRSF6B	4	0.097746	1.2107	0.32097	0.94626	0.22601	1
TNFRSF8	4	0.037692	0.40591	0.74002	0.99276	0.68481	1
TNFRSF9	4	0.02952	0.30773	0.8098	0.99276	0.75829	1
TNFSF10	4	0.032987	0.39642	0.78072	0.99276	0.69179	1
TNFSF11	4	-0.053042	-0.431	0.50506	0.97658	0.66647	1
TNFSF12	4	0.082413	1.0187	0.40898	0.9678	0.30837	1
TNFSF13	4	-0.043689	-0.48753	0.57022	0.98163	0.62589	1
TNFSF13B	4	0.055103	0.74073	0.60036	0.98163	0.45886	1
TNFSF14	4	0.1065	1.4429	0.27944	0.93549	0.14904	1
TNFSF15	4	-0.073249	-0.68243	0.38063	0.9615	0.49497	1
TNFSF18	4	0.047027	0.46839	0.66213	0.98986	0.63951	1
TNFSF4	4	-0.021676	-0.10275	0.74158	0.99276	0.91816	1
TNFSF8	4	0.036029	0.36208	0.75442	0.99276	0.71729	1
TNFSF9	4	0.14014	1.613	0.15362	0.87173	0.10673	1
TNIK	4	-0.018752	-0.15848	0.76749	0.99276	0.87408	1
TNIP1	4	-0.065447	-0.6436	0.426	0.9678	0.51983	1
TNIP2	4	-0.008909	-0.1157	0.85144	0.99321	0.90789	1
TNIP3	4	-0.11158	-0.3304	0.20332	0.90229	0.7411	1
TNK1	4	0.063866	1.0316	0.53392	0.97782	0.30228	1
TNK2	4	0.021548	0.24548	0.87941	0.99447	0.80608	1
TNKS	4	0.11326	1.3431	0.25186	0.93425	0.17925	1
TNKS1BP1	4	-0.055957	-0.63291	0.4861	0.97647	0.52679	1
TNKS2	4	-0.039359	-0.24862	0.59936	0.98163	0.80366	1
TNMD	4	0.075593	0.92594	0.4513	0.96924	0.35448	1
TNN	4	-0.091542	-0.85032	0.28506	0.93664	0.39514	1
TNNC1	4	0.096528	0.93882	0.32753	0.95048	0.34783	1
TNNC2	4	-0.099096	-0.47207	0.25303	0.93425	0.63688	1
TNNI1	4	0.13045	1.394	0.18359	0.88301	0.16332	1
TNNI2	4	0.091706	1.4992	0.35533	0.95672	0.13381	1
TNNI3	4	-0.13692	-1.6651	0.13066	0.85704	0.095899	1
TNNI3K	4	-0.071061	-0.62753	0.39286	0.96472	0.53031	1
TNNT1	4	0.15815	1.6193	0.10725	0.81895	0.10538	1
TNNT2	4	0.043733	0.6623	0.68887	0.99112	0.50778	1
TNNT3	4	-0.077936	-1.0321	0.35472	0.95672	0.30201	1
TNP1	2	-0.038282	-0.24809	0.71222	0.99183	0.80407	1
TNP2	4	0.2055	1.4655	0.039642	0.61597	0.14278	1
