Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
TVP23C	2	0.10899	0.60467	0.42038	0.95867	0.5454	1
TVP23C-CDRT4	2	0.12791	0.61949	0.34071	0.94641	0.53559	1
TWF1	5	-0.081471	-0.78887	0.28444	0.93036	0.43019	1
TWF2	5	0.012773	0.16698	0.9538	0.99873	0.86738	1
TWIST1	5	0.097135	1.5163	0.27594	0.92888	0.12945	1
TWIST2	5	0.057387	0.92302	0.53653	0.9709	0.356	1
TWISTNB	5	0.3145	1.0448	0.0011676	0.093333	0.29613	1
TWSG1	5	-0.045356	-0.50779	0.51668	0.96804	0.6116	1
TXK	5	0.032188	0.31406	0.76348	0.98793	0.75348	1
TXLNA	5	-0.047499	-0.81723	0.5	0.9646	0.4138	1
TXLNB	5	0.15029	1.6181	0.090014	0.75337	0.10564	1
TXLNG	5	-0.12155	-1.0459	0.12765	0.8175	0.2956	1
TXN	5	-0.010594	-0.030945	0.82214	0.99234	0.97531	1
TXN2	5	0.13686	0.55568	0.12271	0.8133	0.57843	1
TXNDC11	5	0.013638	0.14803	0.94401	0.99848	0.88232	1
TXNDC12	5	0.090041	0.82306	0.31352	0.93829	0.41048	1
TXNDC15	5	-0.12646	-1.8749	0.11526	0.8	0.060805	1
TXNDC16	5	-0.055731	-0.59444	0.44018	0.95903	0.55222	1
TXNDC17	5	-0.054307	-0.69457	0.44952	0.95959	0.48733	1
TXNDC2	5	-0.0020543	-0.039572	0.90532	0.99801	0.96843	1
TXNDC5	5	-0.028107	-0.46302	0.66402	0.98215	0.64335	1
TXNDC8	5	0.015239	0.2031	0.92789	0.99848	0.83906	1
TXNDC9	5	-0.053752	-0.49796	0.4528	0.95976	0.61851	1
TXNIP	5	0.13492	1.1559	0.1286	0.8205	0.24771	1
TXNL1	5	-0.10991	-0.82084	0.16496	0.85903	0.41173	1
TXNL4A	5	0.2195	0.67284	0.015234	0.36997	0.50105	1
TXNL4B	5	0.093974	0.40971	0.29189	0.93036	0.68202	1
TXNRD1	5	-0.090625	-0.63711	0.24174	0.91672	0.52405	1
TXNRD2	5	0.12723	0.8678	0.15251	0.84896	0.38551	1
TXNRD3NB	5	-0.10505	-1.3722	0.18008	0.86644	0.17001	1
TYK2	5	0.18779	1.5255	0.035917	0.54423	0.12714	1
TYMP	5	0.056068	0.55594	0.5477	0.97149	0.57825	1
TYMS	5	-0.048374	-0.29935	0.49372	0.96385	0.76467	1
TYR	5	-0.085433	-0.94296	0.26432	0.92279	0.3457	1
TYRO3	5	-0.075911	-0.65453	0.3148	0.93882	0.51277	1
TYROBP	5	0.057161	0.86164	0.53859	0.97091	0.38888	1
TYRP1	5	0.026524	0.36639	0.81669	0.99234	0.71407	1
TYSND1	5	-0.016912	-0.22144	0.76393	0.98793	0.82475	1
TYW1	5	0.027358	0.26074	0.80841	0.9915	0.79429	1
TYW1B	5	-0.035467	-0.42509	0.5963	0.97465	0.67077	1
TYW3	5	0.1361	0.8175	0.12482	0.81541	0.41364	1
TYW5	5	0.078521	0.72309	0.38274	0.95627	0.46962	1
U2AF1	5	0.033119	0.12197	0.75436	0.98752	0.90292	1
U2AF1L4	5	-0.084106	-1.0778	0.27154	0.92852	0.28114	1
U2AF2	5	0.088701	0.29924	0.32125	0.94135	0.76475	1
U2SURP	5	-0.052567	-0.23318	0.46147	0.96065	0.81562	1
UACA	5	-0.1716	-2.0407	0.03803	0.55314	0.04128	1
UAP1	5	-0.1701	-2.1318	0.039698	0.56577	0.033026	1
UAP1L1	5	0.098347	1.1634	0.27004	0.92662	0.24465	1
UBA1	5	0.062991	0.2613	0.49155	0.96371	0.79386	1
UBA2	5	-0.15227	-0.6243	0.062159	0.66193	0.53243	1
UBA3	5	0.26227	0.81486	0.0051151	0.24533	0.41515	1
UBA5	5	-0.18289	-1.4501	0.028689	0.49904	0.14702	1
UBA52	5	0.035992	0.14517	0.72729	0.9866	0.88458	1
UBA6	5	0.002345	0.017971	0.94635	0.99848	0.98566	1
UBA7	5	-0.10324	-0.4324	0.18731	0.87052	0.66545	1
UBAC1	5	-0.10871	-1.5579	0.16908	0.86271	0.11925	1
UBAC2	5	0.11428	1.2516	0.19738	0.8783	0.21072	1
UBALD1	5	-0.0040275	-0.074209	0.8863	0.99763	0.94084	1
UBALD2	5	0.082232	0.8688	0.359	0.95098	0.38496	1
UBAP1	5	-0.15742	-1.1488	0.054209	0.6254	0.25065	1
UBAP1L	5	0.0012424	0.020307	0.93617	0.99848	0.9838	1
UBAP2	5	-0.0039557	-0.042001	0.88697	0.99763	0.9665	1
UBAP2L	5	-0.046887	-0.41646	0.50467	0.96708	0.67707	1
UBASH3A	5	0.043298	0.62176	0.65968	0.98092	0.5341	1
UBASH3B	5	0.036608	0.53545	0.72134	0.98552	0.59234	1
UBB	2	-0.12679	-0.25776	0.30324	0.93498	0.79659	1
UBC	4	0.14228	0.26989	0.14556	0.8418	0.78724	1
UBD	5	-0.15321	-1.5994	0.060769	0.65843	0.10972	1
UBE2A	5	-0.006148	-0.043526	0.86289	0.99354	0.96528	1
UBE2B	5	-0.093796	-1.2128	0.22684	0.9023	0.22521	1
UBE2C	5	0.058448	0.55232	0.5293	0.96985	0.58073	1
UBE2D1	5	0.04137	0.55499	0.67875	0.98282	0.5789	1
UBE2D2	5	-0.060661	-0.52288	0.40687	0.95643	0.60106	1
UBE2D3	5	0.22852	0.77584	0.012399	0.33991	0.43784	1
UBE2D4	5	0.29733	1.9299	0.001668	0.12	0.053621	1
UBE2E1	5	-0.016958	-0.086961	0.76382	0.98793	0.9307	1
UBE2E2	5	-0.0019958	-0.031896	0.90582	0.99801	0.97456	1
UBE2E3	5	0.05748	0.61343	0.53569	0.9709	0.53959	1
UBE2F	5	-0.075479	-0.7918	0.31769	0.93916	0.42847	1
UBE2G1	5	0.14591	1.6838	0.10019	0.77544	0.09222	1
UBE2G2	5	0.0005792	0.0044665	0.93061	0.99848	0.99644	1
UBE2H	5	-0.21154	-1.0699	0.013288	0.3484	0.28466	1
UBE2I	5	-0.32494	-1.0962	0.00088958	0.093333	0.273	1
UBE2J1	5	0.034632	0.45374	0.73963	0.98702	0.65001	1
UBE2J2	5	0.003241	0.037238	0.95502	0.99873	0.9703	1
UBE2K	5	-0.1687	-1.3629	0.040976	0.57488	0.17292	1
UBE2L3	5	-0.23187	-1.2676	0.0085066	0.28922	0.20496	1
UBE2L6	5	-0.02465	-0.35566	0.69582	0.98282	0.72209	1
UBE2M	5	0.17103	0.83134	0.053653	0.62258	0.40578	1
UBE2N	5	-0.070978	-0.26858	0.34377	0.94684	0.78825	1
UBE2NL	4	0.029046	0.15751	0.81925	0.99234	0.87484	1
UBE2O	5	-0.011447	-0.19451	0.81424	0.99214	0.84578	1
UBE2Q1	5	0.0015814	0.014827	0.93929	0.99848	0.98817	1
UBE2Q2	5	0.086162	0.71861	0.33587	0.9448	0.47238	1
UBE2QL1	5	-0.073314	-0.2198	0.33026	0.9426	0.82603	1
UBE2R2	5	-0.03748	-0.24648	0.58151	0.9733	0.80531	1
UBE2S	5	0.060177	0.3251	0.51462	0.96796	0.74511	1
UBE2T	5	-0.061218	-0.61737	0.40287	0.95627	0.53699	1
UBE2U	5	0.029335	0.28221	0.79045	0.99126	0.77779	1
UBE2V1	5	-0.055316	-0.27482	0.44262	0.95903	0.78346	1
UBE2V2	5	0.066173	0.53678	0.46864	0.96265	0.59142	1
UBE2W	5	0.0076135	0.078551	0.99555	0.99944	0.93739	1
UBE2Z	5	-0.0098551	-0.10396	0.82848	0.99234	0.9172	1
UBE3A	5	0.012606	0.096733	0.95513	0.99873	0.92294	1
UBE3B	5	0.067951	0.72226	0.45547	0.96038	0.47013	1
UBE3C	5	-0.018052	-0.25503	0.75331	0.98752	0.7987	1
UBE3D	5	0.15051	1.5842	0.089625	0.75233	0.11315	1
UBE4A	5	0.10639	1.2525	0.23023	0.90663	0.21039	1
UBE4B	5	-0.07136	-0.79571	0.34165	0.94684	0.4262	1
UBFD1	5	-0.012938	-0.12016	0.80101	0.99126	0.90436	1
UBIAD1	5	0.039819	0.51172	0.69287	0.98282	0.60885	1
UBL3	5	0.076914	0.44656	0.39214	0.95627	0.65519	1
UBL4A	5	0.10344	1.3277	0.24397	0.91743	0.18429	1
UBL4B	5	0.061731	0.73244	0.50133	0.96531	0.4639	1
UBL5	3	-0.29332	-0.64548	0.013288	0.3484	0.51862	1
UBL7	5	0.08485	0.87315	0.34388	0.94684	0.38258	1
UBLCP1	5	0.053469	0.51307	0.57005	0.9733	0.6079	1
UBN1	5	-0.077096	-1.0675	0.30868	0.93675	0.28572	1
UBN2	5	-0.10406	-1.3768	0.18403	0.87052	0.16856	1
UBOX5	5	0.037171	0.4513	0.71511	0.98491	0.65177	1
UBP1	5	-0.040839	-0.61777	0.55321	0.97163	0.53673	1
UBQLN1	5	0.082169	1.1999	0.35961	0.95098	0.23017	1
UBQLN2	5	-0.028793	-0.57194	0.65823	0.9807	0.56737	1
UBQLN3	5	-0.023818	-0.32909	0.70316	0.98344	0.74209	1
UBQLN4	5	-0.032629	-0.37691	0.62293	0.97589	0.70624	1
UBQLNL	5	0.03183	0.37714	0.76637	0.98897	0.70607	1
UBR1	5	0.10637	1.1838	0.23035	0.90663	0.23648	1
UBR2	5	-0.078984	-0.85878	0.29762	0.93339	0.39046	1
UBR3	5	0.066773	0.7707	0.46436	0.96136	0.44089	1
UBR4	5	0.26793	1.421	0.0041699	0.2149	0.15531	1
UBR5	5	-0.19323	-2.2705	0.022017	0.44098	0.023177	1
UBR7	5	0.065035	0.88044	0.47687	0.96371	0.37862	1
UBTD1	5	-0.13823	-2.3084	0.08818	0.74812	0.020974	1
UBTD2	5	0.14226	1.172	0.10886	0.79432	0.2412	1
UBTF	5	0.24529	1.0051	0.0076726	0.27992	0.31484	1
UBXN1	5	0.029334	0.38713	0.79045	0.99126	0.69866	1
UBXN10	5	-0.015478	-0.21461	0.77766	0.99126	0.83007	1
UBXN11	5	0.076636	0.95612	0.39381	0.95627	0.33901	1
UBXN2A	5	-0.023186	-0.2728	0.70838	0.98405	0.78501	1
UBXN2B	5	0.13122	1.0219	0.13978	0.83858	0.30683	1
UBXN4	5	0.13714	1.1572	0.12187	0.81169	0.24721	1
UBXN6	5	-0.010276	-0.11266	0.82514	0.99234	0.9103	1
UBXN7	5	-0.051595	-0.80647	0.46937	0.96326	0.41997	1
UCHL1	5	0.039133	0.80378	0.6986	0.98282	0.42152	1
UCHL3	5	0.049425	0.83996	0.60658	0.97519	0.40093	1
UCHL5	5	0.042206	0.41811	0.67047	0.98282	0.67587	1
UCK1	5	-0.043754	-0.59806	0.52902	0.96985	0.5498	1
UCK2	5	0.031564	0.38123	0.76904	0.98934	0.70303	1
UCKL1	5	-0.046493	-0.6788	0.5079	0.9675	0.49727	1
UCMA	5	-0.078375	-1.0441	0.30162	0.93498	0.29646	1
UCN	5	-0.031661	-0.53397	0.6316	0.97725	0.59336	1
UCN2	5	0.012548	0.13028	0.9558	0.99873	0.89634	1
UCN3	5	-0.01737	-0.29615	0.75931	0.98793	0.76711	1
UCP1	5	0.036332	0.51957	0.72401	0.98607	0.60336	1
UCP2	5	0.018036	0.21938	0.89953	0.99778	0.82635	1
UCP3	5	-0.055319	-0.72401	0.44262	0.95903	0.46906	1
UEVLD	5	-0.1714	-1.7728	0.038196	0.55314	0.076261	1
UFC1	5	-0.15771	-1.7171	0.053931	0.6246	0.085966	1
UFD1L	5	0.072006	0.30586	0.42689	0.95903	0.75971	1
UFL1	5	-0.14426	-1.5395	0.075614	0.71055	0.12369	1
UFM1	5	-0.11654	-1.2645	0.14333	0.84083	0.20604	1
UFSP1	5	-0.023687	-0.31998	0.70427	0.98385	0.74899	1
UFSP2	5	-0.11589	-1.2014	0.14511	0.84175	0.22959	1
UGCG	5	-0.084444	-1.0935	0.2691	0.92614	0.27419	1
UGDH	5	0.075351	0.78651	0.40298	0.95627	0.43157	1
UGGT1	5	0.065782	0.92113	0.4712	0.96351	0.35698	1
UGGT2	5	0.052842	0.60979	0.57556	0.9733	0.542	1
UGP2	5	-0.52927	-3.8212	5.5599e-05	0.020833	0.0001328	0.19904
UGT1A1	5	0.016956	0.27364	0.91099	0.99801	0.78436	1
UGT1A10	5	0.09008	1.1659	0.31319	0.93829	0.24366	1
UGT1A3	3	0.12419	1.188	0.27099	0.92785	0.23482	1
UGT1A4	4	-0.021633	-0.17517	0.74458	0.98722	0.86095	1
UGT1A5	3	-0.081483	-0.49597	0.3992	0.95627	0.61991	1
UGT1A6	2	-0.21399	-1.6023	0.10997	0.7963	0.10909	1
UGT1A7	2	-0.04245	-0.39469	0.68653	0.98282	0.69307	1
UGT1A8	1	0.14702	0.70518	0.42633	0.95903	0.4807	1
UGT1A9	3	0.076492	0.4782	0.5104	0.9675	0.63251	1
UGT2A1	5	-0.17875	-2.5009	0.031803	0.51578	0.012387	1
UGT2A2	5	0.046215	0.51597	0.63433	0.97755	0.60588	1
UGT2A3	4	-0.041779	-0.54367	0.58301	0.9733	0.58667	1
UGT2B11	4	-0.079122	-0.86862	0.34471	0.94684	0.38506	1
UGT2B15	4	-0.0056673	-0.052433	0.88196	0.99698	0.95818	1
UGT2B17	4	-0.041117	-0.37827	0.58829	0.9733	0.70523	1
UGT2B28	4	-0.034305	-0.31915	0.64233	0.979	0.74961	1
UGT2B4	5	0.12112	0.75658	0.17263	0.8649	0.4493	1
UGT2B7	4	0.11069	0.89679	0.26504	0.92349	0.36983	1
UGT3A1	5	-0.032629	-0.34286	0.62293	0.97589	0.7317	1
UGT3A2	5	0.14551	1.2347	0.10097	0.7774	0.21693	1
UGT8	5	-0.050702	-0.96238	0.4762	0.96371	0.33586	1
UHMK1	5	0.008527	0.10093	0.99583	0.99944	0.91961	1
UHRF1BP1	5	-0.17942	-1.8454	0.031247	0.51499	0.064974	1
UHRF1BP1L	5	-0.14544	-1.0891	0.073613	0.70684	0.27609	1
UHRF2	5	-0.11065	-1.0989	0.16263	0.85777	0.27182	1
UIMC1	5	-0.044805	-0.42424	0.52029	0.96817	0.67139	1
ULBP1	5	0.020233	0.26747	0.87779	0.99596	0.78911	1
ULBP2	4	-0.07138	-0.87032	0.38891	0.95627	0.38413	1
ULBP3	5	-0.10462	-1.0737	0.1817	0.8678	0.28297	1
ULK1	5	0.039738	0.47937	0.69315	0.98282	0.63168	1
ULK2	5	0.045582	0.42514	0.63989	0.9785	0.67073	1
ULK3	5	0.016818	0.16073	0.91221	0.99801	0.87231	1
ULK4	5	-0.028457	-0.36743	0.6609	0.98118	0.7133	1
UMOD	5	-0.12063	-0.55203	0.13077	0.82273	0.58093	1
UMODL1	5	-0.03876	-0.654	0.57094	0.9733	0.51311	1
UMPS	5	-0.20526	-1.0818	0.015901	0.37533	0.27934	1
UNC119	5	-0.1665	-1.7433	0.043367	0.58912	0.081275	1
UNC119B	5	0.012169	0.19309	0.95975	0.99873	0.84689	1
UNC13A	5	0.029919	0.39261	0.785	0.99126	0.69461	1
UNC13B	5	-0.036613	-0.42789	0.58812	0.9733	0.66873	1
UNC13C	5	0.0042798	0.058063	0.96469	0.99885	0.9537	1
UNC13D	5	0.040856	0.60371	0.68353	0.98282	0.54604	1
UNC45A	5	-0.22616	-2.0075	0.010175	0.31606	0.044692	1
UNC45B	5	0.0042391	0.060459	0.96425	0.99885	0.95179	1
UNC50	5	-0.18137	-1.8811	0.029745	0.50807	0.059964	1
UNC5A	5	-0.074076	-0.9491	0.3257	0.9426	0.34257	1
UNC5B	5	0.048084	0.64124	0.61831	0.97519	0.52136	1
UNC5C	5	0.078872	1.1205	0.3803	0.95559	0.26252	1
UNC5CL	5	-0.04144	-0.55839	0.54832	0.97149	0.57658	1
UNC5D	5	0.087341	1.5553	0.32892	0.9426	0.11987	1
UNC79	5	-0.014536	-0.19793	0.78722	0.99126	0.8431	1
UNC80	5	0.026122	0.34784	0.81992	0.99234	0.72796	1
UNC93A	5	-0.068128	-0.98621	0.36017	0.95098	0.32403	1
UNCX	5	-0.01147	-0.11885	0.81386	0.99187	0.90539	1
UNG	5	-0.040467	-0.50865	0.55577	0.97247	0.611	1
UNK	5	-0.043995	-0.50245	0.52719	0.96903	0.61535	1
UNKL	5	0.019171	0.24507	0.88763	0.99763	0.8064	1
UPB1	5	-0.051112	-0.66847	0.47337	0.96371	0.50383	1
UPF1	5	-0.10498	-0.69708	0.18031	0.86644	0.48575	1
UPF2	5	-0.37818	-1.6445	0.0002224	0.040404	0.10007	1
UPF3A	5	0.06358	0.96395	0.48755	0.96371	0.33507	1
UPF3B	5	-0.23267	-2.0161	0.0083954	0.28872	0.043792	1
UPK1A	5	-0.1509	-2.1059	0.064383	0.66975	0.035211	1
UPK1B	5	-0.044581	-0.89975	0.52213	0.96817	0.36825	1
UPK2	5	0.073923	0.84729	0.41421	0.95643	0.39684	1
UPK3A	5	-0.12523	-1.565	0.11798	0.80353	0.11758	1
UPK3B	5	-0.057189	-0.60519	0.42978	0.95903	0.54505	1
UPK3BL	5	-0.04823	-0.52586	0.49483	0.96385	0.59898	1
UPP1	5	-0.018559	-0.27864	0.74964	0.98722	0.78052	1
UPP2	5	-0.10728	-1.063	0.17358	0.86549	0.2878	1
UPRT	5	0.056182	0.90574	0.54676	0.97149	0.36508	1
UQCC1	5	-0.014399	-0.13247	0.78856	0.99126	0.89462	1
UQCC2	5	0.09656	0.92326	0.27911	0.93036	0.35587	1
UQCR10	1	0.37295	0.96688	0.072556	0.70237	0.33361	1
UQCR11	3	-0.010054	-0.097907	0.85972	0.99354	0.92201	1
UQCRB	5	-0.01494	-0.064702	0.78294	0.99126	0.94841	1
UQCRC1	5	-0.21192	-1.1988	0.013177	0.34802	0.23061	1
UQCRC2	5	-0.010742	-0.052817	0.82025	0.99234	0.95788	1
UQCRFS1	5	-0.20468	-0.86985	0.016068	0.37827	0.38438	1
UQCRH	5	0.11453	0.82978	0.19665	0.87822	0.40666	1
UQCRQ	3	0.14257	1.3766	0.20544	0.88515	0.16865	1
URAD	5	0.024633	0.37325	0.83493	0.99234	0.70896	1
URB1	5	0.066625	0.52258	0.46525	0.96139	0.60127	1
URB2	5	0.034648	0.25535	0.73958	0.98702	0.79845	1
URGCP	5	0.025603	0.41439	0.82598	0.99234	0.67859	1
URGCP-MRPS24	5	0.0051683	0.049456	0.9732	0.99927	0.96056	1
URI1	5	-0.073937	-0.42315	0.32636	0.9426	0.67218	1
URM1	5	0.15293	0.92894	0.084343	0.73569	0.35292	1
UROC1	5	-0.074477	-0.97561	0.3232	0.94247	0.32926	1
UROD	5	0.095489	1.1442	0.28411	0.93036	0.25253	1
UROS	5	0.0035033	0.039583	0.95774	0.99873	0.96843	1
USB1	5	0.11719	1.437	0.18692	0.87052	0.15071	1
USE1	5	-0.05026	-0.48818	0.47954	0.96371	0.62542	1
USF1	5	-0.072275	-1.1394	0.33621	0.94503	0.25455	1
USF2	5	0.063245	0.79192	0.48983	0.96371	0.42841	1
USH1C	5	0.058592	0.78796	0.52747	0.96905	0.43072	1
USH1G	5	0.0059996	0.065106	0.97982	0.99927	0.94809	1
USH2A	5	0.013047	0.23226	0.95035	0.99848	0.81634	1
USHBP1	5	0.062523	0.74067	0.49494	0.96385	0.45889	1
USMG5	2	0.12795	0.88114	0.34049	0.94641	0.37824	1
USP1	5	-0.17546	-0.6346	0.034916	0.53538	0.52569	1
USP10	5	0.054833	0.31262	0.55893	0.9733	0.75457	1
USP11	5	-0.078079	-1.1156	0.30301	0.93498	0.26458	1
USP12	3	-0.034114	-0.23867	0.68959	0.98282	0.81136	1
USP13	5	-0.055047	-0.61875	0.44423	0.95903	0.53608	1
USP14	5	0.091658	0.60272	0.30479	0.93518	0.54669	1
USP15	5	0.054013	0.42666	0.56561	0.9733	0.66963	1
USP16	5	0.13295	0.90088	0.13516	0.83106	0.36765	1
USP17L10	4	0.12508	1.2295	0.20416	0.88405	0.21889	1
USP17L13	1	-0.065276	-0.31956	0.66079	0.98118	0.7493	1
USP17L2	1	-0.041877	-0.19731	0.75876	0.98784	0.84359	1
USP17L5	1	-0.16388	-0.40868	0.34099	0.94684	0.68278	1
USP18	5	-0.043329	-0.31811	0.53264	0.97056	0.7504	1
USP19	5	0.021649	0.28963	0.86323	0.99354	0.7721	1
USP2	5	0.059751	0.87608	0.51824	0.96804	0.38099	1
USP20	5	0.094922	1.6984	0.28761	0.93036	0.089441	1
USP21	5	0.039822	0.55027	0.69282	0.98282	0.58213	1
USP22	5	0.034455	0.37015	0.74135	0.98719	0.71127	1
USP24	5	0.010469	0.11909	0.9767	0.99927	0.9052	1
USP25	5	-0.022945	-0.19222	0.71044	0.98421	0.84757	1
USP26	5	0.021842	0.31947	0.862	0.99354	0.74937	1
USP27X	5	0.043874	0.56229	0.65401	0.9807	0.57392	1
USP28	5	-0.023651	-0.4041	0.7046	0.98385	0.68614	1
USP29	5	-0.093441	-0.71174	0.22868	0.90398	0.47663	1
USP3	5	0.083237	0.64069	0.35305	0.9498	0.52172	1
USP30	5	-0.0050477	-0.061834	0.87396	0.99488	0.9507	1
USP31	5	0.015303	0.21283	0.92694	0.99848	0.83146	1
USP32	5	-0.0096704	-0.1063	0.82959	0.99234	0.91534	1
USP33	5	0.046531	0.48389	0.63177	0.97725	0.62847	1
USP34	5	-0.093539	-1.1824	0.22807	0.90319	0.23705	1
USP35	5	-0.03582	-0.48125	0.59313	0.97372	0.63034	1
USP36	5	0.032851	0.31951	0.75653	0.98759	0.74934	1
USP37	5	-0.055577	-0.51765	0.44129	0.95903	0.6047	1
USP38	5	0.10302	1.8557	0.24536	0.91746	0.063493	1
USP39	5	0.18588	0.80405	0.037918	0.55267	0.42137	1
USP4	5	0.044426	0.34829	0.649	0.98027	0.72763	1
USP40	5	0.14278	1.7647	0.10764	0.78988	0.077609	1
USP42	5	0.03804	0.48909	0.70816	0.98405	0.62478	1
USP43	5	0.010169	0.14838	0.97987	0.99927	0.88204	1
USP44	5	-0.10295	-1.3162	0.18809	0.87052	0.18811	1
USP45	5	-0.061653	-0.60307	0.39998	0.95627	0.54647	1
USP46	5	0.065252	0.65811	0.4752	0.96371	0.51047	1
USP47	5	-0.075902	-1.0539	0.3148	0.93882	0.29192	1
USP48	5	0.36277	2.9948	0.00038919	0.053846	0.002746	1
USP49	5	-0.084007	-0.93852	0.27193	0.92888	0.34798	1
USP5	5	0.055557	0.48336	0.55282	0.97163	0.62884	1
USP50	5	0.12964	1.3463	0.14489	0.84175	0.17822	1
USP51	5	-0.063982	-1.0228	0.38586	0.95627	0.30642	1
USP53	5	0.037899	0.35326	0.70916	0.98405	0.72389	1
USP54	5	-0.10492	-1.486	0.18047	0.86644	0.13728	1
USP6	5	0.019435	0.24511	0.88536	0.99763	0.80637	1
USP6NL	5	-0.038622	-0.46756	0.57194	0.9733	0.6401	1
USP7	5	-0.43954	-4.2179	0.0001112	0.028571	2.4656e-05	0.063352
USP8	5	0.12972	1.256	0.14467	0.84175	0.20911	1
USP9X	5	-0.22406	-2.0567	0.010619	0.31728	0.039715	1
USP9Y	5	0.11305	0.31165	0.20249	0.8822	0.75531	1
USPL1	5	-0.15131	-1.1222	0.063716	0.66744	0.26177	1
UST	5	0.037177	0.42421	0.71506	0.98491	0.67141	1
UTF1	5	-0.026321	-0.53953	0.68014	0.98282	0.58952	1
UTP11L	5	-0.014234	-0.077655	0.78995	0.99126	0.9381	1
UTP14A	5	-0.086691	-0.58389	0.25931	0.92079	0.55929	1
UTP14C	5	-0.082367	-0.95718	0.2805	0.93036	0.33848	1
UTP15	5	0.1237	0.43983	0.16352	0.85844	0.66006	1
UTP18	5	0.029261	0.22554	0.79106	0.99126	0.82156	1
UTP20	5	-0.153	-0.77208	0.061159	0.65928	0.44007	1
UTP23	5	-0.00036134	-0.0020219	0.92033	0.99843	0.99839	1
UTP3	5	0.037729	0.57184	0.7105	0.98421	0.56743	1
UTP6	5	-0.11968	-0.67279	0.13399	0.83018	0.50108	1
UTRN	5	-0.0032925	-0.055211	0.89325	0.99778	0.95597	1
UTS2	5	-0.024612	-0.28579	0.6961	0.98282	0.77504	1
UTS2B	5	-0.010025	-0.13237	0.82681	0.99234	0.8947	1
UTS2R	5	0.021199	0.27623	0.86812	0.9944	0.78237	1
UTY	5	-0.0084043	-0.08959	0.84138	0.99235	0.92861	1
UVRAG	5	0.10405	1.0056	0.2413	0.91658	0.3146	1
UVSSA	5	0.12594	1.9539	0.15668	0.85307	0.05071	1
UXS1	5	-0.15581	-2.1815	0.057211	0.64272	0.029147	1
UXT	5	0.31576	1.3862	0.0011676	0.093333	0.16569	1
VAC14	5	-0.037626	-0.51103	0.58067	0.9733	0.60933	1
VAMP1	5	0.006211	0.097738	0.98182	0.99927	0.92214	1
VAMP2	5	-0.0043899	-0.036537	0.88113	0.99642	0.97085	1
VAMP3	4	0.012749	0.13766	0.96458	0.99885	0.89051	1
VAMP4	5	0.061869	0.32783	0.5005	0.96474	0.74304	1
VAMP5	5	-0.10241	-1.032	0.18998	0.87052	0.30205	1
VAMP7	5	0.042168	0.62332	0.67074	0.98282	0.53307	1
VAMP8	5	-0.034015	-0.43466	0.61075	0.97519	0.66381	1
VANGL1	5	0.09354	0.92901	0.29373	0.93036	0.35288	1
VANGL2	5	0.051017	0.60065	0.59268	0.9737	0.54807	1
VAPA	5	0.096928	1.0144	0.27716	0.92888	0.31038	1
VAPB	5	0.082175	1.0677	0.3595	0.95098	0.28566	1
VARS	5	-0.16276	-0.78939	0.047259	0.59832	0.42989	1
VARS2	5	0.11969	0.59006	0.17825	0.86644	0.55515	1
VASH1	5	0.011771	0.17032	0.96381	0.99885	0.86476	1
VASH2	5	-0.20675	-1.929	0.015345	0.36997	0.053729	1
VASN	5	-0.043625	-0.65343	0.53002	0.97028	0.51348	1
VASP	5	-0.052464	-0.53615	0.46214	0.96065	0.59186	1
VAT1	5	0.032088	0.55479	0.76437	0.98793	0.57904	1
VAT1L	5	0.12935	1.7497	0.14545	0.84175	0.080163	1
VAV1	5	-0.098554	-1.264	0.2061	0.88515	0.20624	1
VAV2	5	-0.045302	-0.622	0.51718	0.96804	0.53394	1
VAV3	5	-0.058897	-0.73982	0.41871	0.9579	0.45941	1
VAX1	5	0.040735	0.73959	0.68464	0.98282	0.45955	1
VAX2	5	0.001014	0.018766	0.93445	0.99848	0.98503	1
VBP1	5	0.077729	0.64579	0.38769	0.95627	0.51841	1
VCAM1	5	0.07432	1.0358	0.41121	0.95643	0.30027	1
VCAN	5	-0.059079	-0.61689	0.41749	0.95782	0.53731	1
VCL	5	-0.073157	-0.71379	0.33154	0.94339	0.47535	1
VCP	5	0.060674	0.30234	0.51001	0.9675	0.76239	1
VCPIP1	5	0.015654	0.16969	0.92355	0.99848	0.86525	1
VCPKMT	5	0.12921	1.0437	0.146	0.84258	0.29662	1
VCX	1	-0.0047406	-0.040684	0.9285	0.99848	0.96755	1
VCX2	1	-0.22602	-1.6852	0.21511	0.89618	0.091941	1
VCY	1	0.25349	1.0415	0.18353	0.86983	0.29766	1
VCY1B	1	-0.01086	-0.13866	0.90148	0.99797	0.88972	1
VDAC1	3	0.28364	1.2642	0.017514	0.39157	0.20616	1
VDAC2	5	-0.085977	-0.65953	0.26226	0.92206	0.50955	1
VDAC3	5	0.041416	0.36272	0.67847	0.98282	0.71681	1
VDR	5	0.11113	1.5494	0.21	0.8908	0.12129	1
VEGFA	5	-0.17396	-2.4348	0.036528	0.54748	0.014902	1
VEGFB	5	-0.083225	-1.4986	0.27605	0.92888	0.13398	1
VEGFC	5	-0.012352	-0.20035	0.80574	0.99126	0.84121	1
VENTX	5	-0.017174	-0.26985	0.7612	0.98793	0.78728	1
