Gene	sgRNA	NK_vs_Control|beta	NK_vs_Control|z	NK_vs_Control|p-value	NK_vs_Control|fdr	NK_vs_Control|wald-p-value	NK_vs_Control|wald-fdr
TDRD5	3	0.12295	1.0289	0.27788	0.96731	0.30354	1
TDRD6	3	-0.03513	-0.31587	0.68403	0.99645	0.7521	1
TDRD7	3	0.046218	0.39004	0.71695	0.99645	0.6965	1
TDRD9	3	0.14203	1.4217	0.21161	0.94075	0.15512	1
TDRKH	3	-0.14814	-1.042	0.15862	0.89711	0.2974	1
TDRP	3	0.10474	0.91943	0.35956	0.98528	0.35787	1
TEAD1	3	0.11616	1.5192	0.3083	0.97726	0.12872	1
TEAD2	3	-0.18301	-1.474	0.091571	0.80228	0.14049	1
TEAD3	3	0.0050003	0.028129	0.97476	0.99943	0.97756	1
TEAD4	3	-0.047077	-0.49479	0.6023	0.99645	0.62075	1
TEC	3	-0.0090986	-0.076818	0.87007	0.99931	0.93877	1
TECPR1	3	-0.053248	-0.51182	0.56316	0.99645	0.60878	1
TECPR2	3	0.10207	1.1202	0.37412	0.99145	0.26263	1
TECR	3	0.20433	1.2412	0.073557	0.76457	0.21454	1
TECRL	3	-0.043195	-0.2879	0.62682	0.99645	0.77342	1
TECTA	3	0.061825	0.56512	0.61264	0.99645	0.57199	1
TECTB	3	-0.036459	-0.52287	0.67425	0.99645	0.60106	1
TEDDM1	3	-0.02317	-0.2257	0.76815	0.99842	0.82143	1
TEF	3	0.025434	0.1896	0.86862	0.99931	0.84962	1
TEFM	3	0.016896	0.092475	0.93434	0.99931	0.92632	1
TEK	3	0.1371	1.6287	0.22612	0.94428	0.10338	1
TEKT1	3	0.093227	1.234	0.42294	0.99645	0.21721	1
TEKT2	3	0.029155	0.19243	0.84143	0.99889	0.84741	1
TEKT3	3	-0.13798	-1.0841	0.1837	0.91165	0.27833	1
TEKT4	3	0.17671	1.2057	0.11982	0.84592	0.22795	1
TEKT5	3	0.080881	1.0165	0.49027	0.99645	0.30941	1
TELO2	3	0.35898	1.9	0.0043923	0.25817	0.057431	1
TEN1	3	-0.017179	-0.070136	0.81002	0.99889	0.94409	1
TENC1	3	-0.04436	-0.43586	0.61887	0.99645	0.66294	1
TENM1	3	0.011131	0.1179	0.97631	0.99967	0.90614	1
TENM3	3	0.11924	1.4652	0.29506	0.97526	0.14286	1
TENM4	3	0.098721	1.2684	0.39225	0.99645	0.20465	1
TEP1	3	0.051012	0.38361	0.68531	0.99645	0.70127	1
TEPP	3	0.10135	0.99601	0.37757	0.99226	0.31925	1
TERF1	3	-0.024372	-0.13368	0.75915	0.99796	0.89365	1
TERF2	3	-0.2567	-0.96932	0.026354	0.57349	0.33238	1
TERF2IP	3	0.083976	0.95145	0.47131	0.99645	0.34137	1
TERT	3	-0.01085	-0.15945	0.85611	0.99916	0.87331	1
TES	3	-0.082152	-0.64709	0.40265	0.99645	0.51757	1
TESC	3	0.083139	0.9486	0.47609	0.99645	0.34283	1
TESK1	3	-0.10223	-0.84393	0.31113	0.97726	0.39871	1
TESK2	3	-0.16799	-1.2387	0.11737	0.84394	0.21546	1
TESPA1	3	-0.19396	-1.5512	0.075114	0.76744	0.12086	1
TET1	3	-0.11952	-0.96745	0.24397	0.95812	0.33332	1
TET2	3	-0.076889	-0.83161	0.4285	0.99645	0.40563	1
TET3	3	0.091326	0.98732	0.43234	0.99645	0.32348	1
TEX10	3	-0.0099321	-0.055371	0.86345	0.99931	0.95584	1
TEX101	3	-0.029423	-0.26554	0.72245	0.99687	0.7906	1
TEX11	3	0.12074	1.1718	0.28767	0.97092	0.24128	1
TEX12	3	-0.025803	-0.2608	0.74931	0.99796	0.79425	1
TEX13B	3	0.074471	0.76558	0.53069	0.99645	0.44392	1
TEX14	3	-0.055381	-0.65455	0.55037	0.99645	0.51276	1
TEX15	3	-0.048515	-0.47973	0.59385	0.99645	0.63142	1
TEX19	3	-0.061558	-0.24579	0.5134	0.99645	0.80585	1
TEX2	3	-0.10037	-1.4987	0.31841	0.97726	0.13394	1
TEX22	3	-0.054724	-0.71161	0.55404	0.99645	0.47671	1
TEX26	3	-0.041482	-0.24526	0.63894	0.99645	0.80626	1
TEX261	3	-0.08334	-0.81941	0.39559	0.99645	0.41255	1
TEX264	3	0.014164	0.19666	0.95369	0.99931	0.84409	1
TEX28	3	-0.0054037	-0.051248	0.89787	0.99931	0.95913	1
TEX29	3	0.079249	0.8765	0.50095	0.99645	0.38076	1
TEX30	3	0.0449	0.46453	0.72629	0.99687	0.64227	1
TEX33	3	0.1108	1.048	0.33092	0.97951	0.29464	1
TEX35	3	-0.072451	-0.43519	0.45157	0.99645	0.66342	1
TEX36	3	0.096678	0.91608	0.40393	0.99645	0.35962	1
TEX37	3	0.039519	0.32206	0.76571	0.99842	0.74741	1
TEX38	3	-0.045801	-0.39758	0.60997	0.99645	0.69094	1
TEX9	3	0.1058	0.67101	0.35511	0.98528	0.50222	1
TF	3	-0.0833	-0.79606	0.39586	0.99645	0.426	1
TFAM	3	-0.15891	-0.51458	0.13588	0.87223	0.60685	1
TFAP2A	3	0.11318	0.87996	0.32019	0.97726	0.37888	1
TFAP2B	3	-0.014289	-0.17277	0.82953	0.99889	0.86283	1
TFAP2C	3	-0.063581	-0.40889	0.50111	0.99645	0.68262	1
TFAP2D	3	-0.16021	-1.5846	0.13238	0.86293	0.11306	1
TFAP2E	3	0.0101	0.11808	0.9836	0.99967	0.906	1
TFAP4	3	0.29809	2.4694	0.014011	0.44523	0.013534	1
TFB1M	3	-0.082705	-0.26398	0.39887	0.99645	0.79179	1
TFB2M	3	-0.045383	-0.15586	0.6127	0.99645	0.87614	1
TFCP2	3	0.15137	1.0712	0.1822	0.91165	0.28407	1
TFCP2L1	3	0.063263	0.42449	0.6028	0.99645	0.67121	1
TFDP1	3	0.025759	0.26711	0.86595	0.99931	0.78939	1
TFDP2	3	-0.095093	-1.0445	0.34171	0.983	0.29627	1
TFDP3	3	-0.077601	-0.76651	0.42472	0.99645	0.44337	1
TFE3	3	0.029175	0.23156	0.84132	0.99889	0.81688	1
TFEB	3	-0.07454	-0.85469	0.44168	0.99645	0.39272	1
TFEC	3	0.031573	0.2016	0.82531	0.99889	0.84023	1
TFF1	3	0.062095	0.73123	0.61042	0.99645	0.46464	1
TFF2	3	0.015676	0.1729	0.94279	0.99931	0.86273	1
TFF3	3	0.025635	0.37896	0.86695	0.99931	0.70472	1
TFG	3	-0.16919	-1.4084	0.11476	0.84044	0.15902	1
TFIP11	3	0.1166	0.60597	0.30668	0.97726	0.54453	1
TFPI	3	-0.19917	-0.81737	0.070277	0.75413	0.41371	1
TFPI2	3	0.063406	0.52164	0.6018	0.99645	0.60192	1
TFPT	3	0.047378	0.26845	0.70911	0.99645	0.78835	1
TFR2	3	0.080545	0.88941	0.49294	0.99645	0.37378	1
TFRC	3	0.18355	0.67437	0.10658	0.82633	0.50008	1
TG	3	0.063352	1.0683	0.6023	0.99645	0.28536	1
TGDS	3	-0.051744	-0.5118	0.57245	0.99645	0.60879	1
TGFA	3	0.013335	0.14333	0.95997	0.99931	0.88603	1
TGFB1	3	0.069966	0.7017	0.55916	0.99645	0.48287	1
TGFB1I1	3	0.076049	0.91911	0.52135	0.99645	0.35804	1
TGFB2	3	0.060602	0.59955	0.62087	0.99645	0.54881	1
TGFB3	3	0.075605	0.56802	0.52407	0.99645	0.57002	1
TGFBI	3	0.079142	0.75458	0.5015	0.99645	0.4505	1
TGFBR1	3	0.01342	0.1205	0.9593	0.99931	0.90409	1
TGFBR2	3	0.076932	0.79913	0.51507	0.99645	0.42422	1
TGFBR3	3	0.17516	1.2671	0.12332	0.85346	0.20512	1
TGFBR3L	3	0.071297	0.75197	0.55082	0.99645	0.45207	1
TGFBRAP1	3	0.085936	0.78081	0.46041	0.99645	0.43491	1
TGIF1	3	0.055437	0.53641	0.65362	0.99645	0.59168	1
TGIF2	3	-0.11651	-1.0904	0.25431	0.95812	0.27554	1
TGIF2-C20orf24	1	-0.17983	-0.80537	0.31664	0.97726	0.42061	1
TGIF2LX	3	-0.024073	-0.25645	0.76148	0.99796	0.79761	1
TGIF2LY	3	0.02912	0.28385	0.8416	0.99889	0.77653	1
TGM1	3	0.080724	0.67725	0.49149	0.99645	0.49825	1
TGM2	3	-0.12642	-1.392	0.22006	0.94112	0.16393	1
TGM3	3	-0.00766	-0.10633	0.88024	0.99931	0.91532	1
TGM4	3	-0.11443	-1.0555	0.26131	0.96152	0.29118	1
TGM5	3	0.10031	1.0007	0.38313	0.99308	0.31696	1
TGM6	3	0.12756	1.3901	0.25976	0.96057	0.16451	1
TGM7	3	-0.079817	-0.89609	0.41482	0.99645	0.3702	1
TGOLN2	3	0.048011	0.4286	0.70421	0.99645	0.66821	1
TGS1	3	-0.15221	-1.2205	0.149	0.88859	0.22226	1
TH	3	-0.081668	-0.90474	0.40532	0.99645	0.3656	1
THADA	3	-0.023769	-0.23119	0.76376	0.99818	0.81717	1
THAP1	3	-0.058723	-0.31563	0.53097	0.99645	0.75229	1
THAP10	3	0.13459	1.9083	0.23529	0.95509	0.056352	1
THAP11	3	-0.03039	-0.29785	0.71606	0.99645	0.76582	1
THAP2	3	-0.073394	-0.84562	0.44646	0.99645	0.39777	1
THAP3	3	-0.061962	-0.67454	0.5114	0.99645	0.49997	1
THAP4	3	0.18879	2.2896	0.096798	0.81305	0.022046	1
THAP5	3	0.49634	1.0218	0.00050039	0.076923	0.30685	1
THAP6	3	0.14643	1.4823	0.19599	0.92043	0.13826	1
THAP7	3	0.054922	0.40369	0.6569	0.99645	0.68644	1
THAP8	3	-0.13278	-1.4624	0.19871	0.92593	0.14364	1
THAP9	3	0.1793	1.3235	0.11492	0.84044	0.18568	1
THBD	3	0.10527	1.5195	0.35756	0.98528	0.12863	1
THBS1	3	-0.017109	-0.20429	0.81041	0.99889	0.83812	1
THBS2	3	0.072855	0.76035	0.54053	0.99645	0.44705	1
THBS3	3	0.32077	1.1176	0.0098966	0.38612	0.26376	1
THBS4	3	0.047088	0.56158	0.71161	0.99645	0.5744	1
THEG	3	0.022469	0.24936	0.8913	0.99931	0.80308	1
THEGL	3	-0.053285	-0.57315	0.56294	0.99645	0.56654	1
THEM4	3	-0.093863	-0.50176	0.34727	0.98409	0.61584	1
THEM5	3	0.080144	0.95339	0.49561	0.99645	0.34039	1
THEM6	3	0.20844	2.4582	0.068442	0.75153	0.013963	1
THEMIS	3	-0.0068679	-0.069217	0.88641	0.99931	0.94482	1
THEMIS2	3	0.056837	0.41566	0.644	0.99645	0.67766	1
THG1L	3	0.040331	0.19073	0.75881	0.99796	0.84874	1
THNSL1	3	0.23762	1.6962	0.039475	0.63144	0.089846	1
THNSL2	3	0.034244	0.21892	0.80618	0.99889	0.82671	1
THOC1	3	-0.31394	-1.4917	0.0094518	0.37445	0.13579	1
THOC2	3	0.040737	0.16619	0.75564	0.99796	0.86801	1
THOC3	3	0.16069	0.49317	0.15701	0.89711	0.62189	1
THOC5	3	-0.2159	-0.843	0.054153	0.70644	0.39923	1
THOC6	3	-0.2072	-2.1808	0.061881	0.73916	0.029195	1
THOC7	3	0.15158	0.57721	0.18153	0.91165	0.5638	1
THOP1	3	0.090777	1.2443	0.43539	0.99645	0.2134	1
THPO	3	-0.087942	-0.69178	0.37385	0.99145	0.48908	1
THRA	3	0.13399	1.798	0.2373	0.95658	0.072171	1
THRAP3	3	-0.031531	-0.11801	0.70811	0.99645	0.90606	1
THRB	3	0.12478	1.3412	0.27038	0.9653	0.17986	1
THRSP	3	-0.070147	-0.44892	0.46514	0.99645	0.65349	1
THSD1	3	-0.0030393	-0.03384	0.91477	0.99931	0.973	1
THSD4	3	-0.0042271	-0.054312	0.9062	0.99931	0.95669	1
THSD7A	3	-0.10681	-1.4489	0.29023	0.97154	0.14738	1
THTPA	3	-0.026469	-0.47926	0.74369	0.99687	0.63176	1
THUMPD1	3	-0.030966	-0.28763	0.71178	0.99645	0.77363	1
THUMPD2	3	-0.010188	-0.03174	0.86178	0.99931	0.97468	1
THUMPD3	3	0.027553	0.27004	0.85289	0.99902	0.78713	1
THY1	3	0.0088848	0.11155	0.99294	0.99967	0.91118	1
THYN1	3	0.026322	0.25041	0.86167	0.99931	0.80227	1
TIA1	3	0.07963	0.63136	0.49844	0.99645	0.52781	1
TIAF1	3	-0.06341	-0.32741	0.50239	0.99645	0.74336	1
TIAL1	3	0.22184	1.5795	0.051929	0.70278	0.11422	1
TIAM1	3	0.11288	1.1134	0.32125	0.97726	0.26552	1
TIAM2	3	0.20896	1.2652	0.067664	0.74938	0.2058	1
TICAM1	3	0.026139	0.19128	0.86328	0.99931	0.84831	1
TICAM2	3	-0.068596	-0.5018	0.47315	0.99645	0.61581	1
TICRR	3	-0.024813	-0.11927	0.75648	0.99796	0.90506	1
TIE1	3	0.071035	0.599	0.55243	0.99645	0.54917	1
TIFA	3	-0.041622	-0.51657	0.63789	0.99645	0.60545	1
TIFAB	3	0.024835	0.38075	0.87268	0.99931	0.70339	1
TIGD1	3	-0.041553	-0.47415	0.63855	0.99645	0.63539	1
TIGD2	3	-0.010589	-0.11663	0.85806	0.99931	0.90716	1
TIGD3	3	-0.0028512	-0.037531	0.9156	0.99931	0.97006	1
TIGD4	3	-0.052808	-0.64578	0.56544	0.99645	0.51842	1
TIGD5	3	-0.077081	-0.95141	0.42728	0.99645	0.3414	1
TIGD6	3	0.14499	1.4243	0.20121	0.93105	0.15437	1
TIGD7	3	-0.032032	-0.35242	0.70449	0.99645	0.72452	1
TIGIT	3	0.092368	0.81335	0.42694	0.99645	0.41602	1
TIMD4	3	0.097526	1.1894	0.3987	0.99645	0.2343	1
TIMELESS	3	-0.48742	-1.917	0.00050039	0.076923	0.055233	1
TIMM10	3	-0.0024585	-0.0091758	0.91833	0.99931	0.99268	1
TIMM10B	3	-0.13086	-1.4385	0.20471	0.9357	0.1503	1
TIMM13	3	-0.086837	-0.35757	0.37902	0.99257	0.72067	1
TIMM17A	3	-0.090185	-0.79935	0.36395	0.98748	0.42409	1
TIMM17B	3	0.008639	0.089892	0.99505	0.99967	0.92837	1
TIMM21	3	-0.005752	-0.053696	0.8952	0.99931	0.95718	1
TIMM22	3	0.15762	0.70481	0.16468	0.9025	0.48093	1
TIMM23	3	0.43309	0.99657	0.0014456	0.14365	0.31897	1
TIMM44	3	0.15689	1.1313	0.16691	0.90375	0.25794	1
TIMM50	3	0.017921	0.12496	0.92667	0.99931	0.90055	1
TIMM8A	3	0.0063689	0.042894	0.98599	0.99967	0.96579	1
TIMM8B	3	0.088097	0.82314	0.44902	0.99645	0.41043	1
TIMM9	3	0.095007	0.13174	0.41254	0.99645	0.89519	1
TIMMDC1	3	-0.044588	-0.32082	0.61776	0.99645	0.74835	1
TIMP1	3	-0.14074	-1.4045	0.17658	0.91165	0.16016	1
TIMP2	3	-0.00077473	-0.0072667	0.93022	0.99931	0.9942	1
TIMP3	3	0.022361	0.19368	0.89192	0.99931	0.84643	1
TIMP4	3	0.17069	1.6222	0.13266	0.86293	0.10476	1
TINAG	3	0.052459	0.44165	0.67408	0.99645	0.65875	1
TINAGL1	3	0.085147	1.0173	0.46458	0.99645	0.30903	1
TINF2	3	0.14768	0.83112	0.19209	0.91506	0.40591	1
TIPARP	3	-0.089234	-0.69913	0.36795	0.98853	0.48447	1
TIPIN	3	0.012871	0.054746	0.96358	0.99931	0.95634	1
TIPRL	3	-0.37017	-1.7298	0.0035027	0.23162	0.083662	1
TIRAP	3	-0.045323	-0.80279	0.61314	0.99645	0.4221	1
TJAP1	3	-0.12919	-1.0975	0.21044	0.94075	0.27243	1
TJP1	3	0.12865	1.5734	0.25581	0.95814	0.11564	1
TJP2	3	0.034478	0.33708	0.80463	0.99889	0.73606	1
TJP3	3	-0.094819	-1.2263	0.3431	0.983	0.22007	1
TK1	3	-0.014081	-0.1256	0.83109	0.99889	0.90005	1
TK2	3	0.24966	1.1982	0.032359	0.60436	0.23084	1
TKT	3	-0.26445	-1.4586	0.023074	0.54462	0.14468	1
TKTL1	3	-0.1087	-0.87317	0.28272	0.96968	0.38257	1
TKTL2	3	0.060604	0.55772	0.62087	0.99645	0.57704	1
TLCD1	3	-0.11098	-1.4372	0.27394	0.9658	0.15067	1
TLCD2	3	0.11602	1.6622	0.30891	0.97726	0.096468	1
TLDC1	3	-0.13565	-1.0809	0.18993	0.91364	0.27974	1
TLDC2	3	-0.0067267	-0.067357	0.88736	0.99931	0.9463	1
TLE1	3	0.015261	0.18654	0.94551	0.99931	0.85202	1
TLE2	3	0.19455	1.7464	0.087679	0.79848	0.080746	1
TLE3	3	-0.053959	-0.60011	0.55949	0.99645	0.54843	1
TLE4	3	-0.10437	-1.025	0.30112	0.97726	0.30535	1
TLE6	3	0.12038	1.0512	0.28961	0.9711	0.29316	1
TLK1	3	-0.15129	-1.105	0.15084	0.89013	0.26915	1
TLK2	3	0.040036	0.19044	0.76131	0.99796	0.84896	1
TLL1	3	0.08425	0.90175	0.47025	0.99645	0.36719	1
TLL2	3	0.043716	0.31289	0.73429	0.99687	0.75436	1
TLN1	3	-0.0050989	-0.081157	0.9002	0.99931	0.93532	1
TLN2	3	0.032147	0.37577	0.82114	0.99889	0.70709	1
TLR1	3	-0.077258	-0.78286	0.4265	0.99645	0.43371	1
TLR10	3	0.080176	0.84674	0.49544	0.99645	0.39714	1
TLR2	3	0.14165	0.83937	0.21317	0.94075	0.40126	1
TLR3	3	-0.17705	-0.85453	0.10147	0.82144	0.39281	1
TLR4	3	0.21085	1.7734	0.064939	0.74601	0.076156	1
TLR5	3	-0.021749	-0.22696	0.77866	0.99889	0.82046	1
TLR6	3	0.1969	1.6465	0.084065	0.78663	0.099668	1
TLR7	3	-0.0066532	-0.071563	0.88791	0.99931	0.94295	1
TLR8	3	0.20278	1.3216	0.075225	0.76744	0.18631	1
TLR9	3	-0.030734	-0.26136	0.71344	0.99645	0.79381	1
TLX1	3	0.051501	0.661	0.68136	0.99645	0.50861	1
TLX1NB	3	-0.049652	-0.51636	0.58646	0.99645	0.6056	1
TLX2	3	0.011857	0.12605	0.97114	0.99931	0.89969	1
TLX3	3	0.04897	0.56858	0.69699	0.99645	0.56964	1
TM2D1	3	-0.0011672	-0.0094066	0.9275	0.99931	0.99249	1
TM2D2	3	-0.047049	-0.2272	0.60258	0.99645	0.82027	1
TM2D3	3	0.01242	0.13142	0.96703	0.99931	0.89544	1
TM4SF1	3	0.16782	1.7996	0.13966	0.88035	0.071916	1
TM4SF18	3	-0.010854	-0.032761	0.85605	0.99916	0.97386	1
TM4SF19	3	-0.017418	-0.16566	0.80846	0.99889	0.86842	1
TM4SF20	3	-0.00050665	-0.0051509	0.93223	0.99931	0.99589	1
TM4SF4	3	0.068354	0.47038	0.56961	0.99645	0.63808	1
TM4SF5	3	-0.084194	-0.99573	0.39125	0.99645	0.31938	1
TM6SF1	3	0.093136	0.79269	0.42322	0.99645	0.42796	1
TM6SF2	3	0.18113	1.2366	0.11181	0.84037	0.21623	1
TM7SF2	3	-0.0069001	-0.074272	0.88608	0.99931	0.94079	1
TM7SF3	3	-0.052445	-0.47064	0.56794	0.99645	0.6379	1
TM9SF1	3	-0.096825	-0.83219	0.33298	0.97956	0.4053	1
TM9SF2	3	0.0038338	0.05569	0.96542	0.99931	0.95559	1
TM9SF3	3	0.040833	0.15164	0.75503	0.99796	0.87947	1
TM9SF4	3	-0.12024	-1.2869	0.24108	0.95812	0.19813	1
TMA16	3	0.0057349	0.008568	0.9811	0.99967	0.99316	1
TMA7	1	-0.10842	-0.43205	0.51168	0.99645	0.66571	1
TMBIM1	3	0.031038	0.34494	0.8287	0.99889	0.73014	1
TMBIM4	3	-0.025386	-0.31125	0.75225	0.99796	0.75561	1
TMBIM6	3	-0.13308	-1.0612	0.19788	0.92442	0.28862	1
TMC1	3	0.011647	0.13139	0.97248	0.99943	0.89547	1
TMC2	3	0.070613	0.87828	0.55504	0.99645	0.37979	1
TMC3	3	0.10174	0.7467	0.3754	0.99226	0.45525	1
TMC4	3	-0.037928	-0.38916	0.66274	0.99645	0.69715	1
TMC5	3	0.081816	0.83058	0.48421	0.99645	0.40621	1
TMC6	3	-0.085013	-1.0491	0.38686	0.995	0.29412	1
TMC7	3	-0.076796	-0.74957	0.42922	0.99645	0.45351	1
TMC8	3	-0.078754	-0.83419	0.41972	0.99645	0.40417	1
TMCC1	3	-0.065153	-1.3413	0.49227	0.99645	0.17982	1
TMCC2	3	-0.030464	-0.26582	0.71561	0.99645	0.79038	1
TMCC3	3	-0.0040729	-0.042559	0.90704	0.99931	0.96605	1
TMCO1	3	-0.16862	-1.7365	0.11603	0.84391	0.08248	1
TMCO2	3	0.0054511	0.038431	0.97865	0.99967	0.96934	1
TMCO3	3	0.021721	0.22898	0.89814	0.99931	0.81889	1
TMCO4	3	-0.022961	-0.31493	0.76965	0.99842	0.75282	1
TMCO5A	3	0.0022374	0.012762	0.95391	0.99931	0.98982	1
TMCO6	3	-0.026605	-0.32268	0.74247	0.99687	0.74694	1
TMED1	3	-0.0022855	-0.02389	0.91977	0.99931	0.98094	1
TMED10	3	0.072289	0.36291	0.54426	0.99645	0.71667	1
TMED2	3	-0.14473	-0.74934	0.16602	0.90354	0.45365	1
TMED3	3	-0.049928	-0.55143	0.58462	0.99645	0.58134	1
TMED4	3	-0.029203	-0.27379	0.72462	0.99687	0.78425	1
TMED5	3	0.14941	1.2533	0.18753	0.91165	0.21011	1
TMED6	3	0.056331	0.57919	0.64806	0.99645	0.56246	1
TMED7	3	0.085267	0.83708	0.46419	0.99645	0.40255	1
TMED7-TICAM2	2	-0.020412	-0.21607	0.82447	0.99889	0.82893	1
TMED8	3	0.033518	0.55328	0.81196	0.99889	0.58007	1
TMED9	3	-0.05282	-0.55612	0.56544	0.99645	0.57813	1
TMEFF1	3	-0.077159	-0.5248	0.427	0.99645	0.59972	1
TMEFF2	3	-0.11348	-1.3361	0.26459	0.96152	0.18152	1
TMEM100	3	-0.021867	-0.30884	0.77766	0.99889	0.75744	1
TMEM101	3	-0.23623	-2.3703	0.037307	0.6205	0.017774	1
TMEM102	3	-0.11407	-0.94296	0.26259	0.96152	0.3457	1
TMEM104	3	-0.18665	-1.961	0.085122	0.78674	0.049878	1
TMEM105	3	-0.12296	-0.91794	0.23162	0.95204	0.35865	1
TMEM106A	3	-0.017586	-0.16542	0.80729	0.99889	0.86861	1
TMEM106B	3	0.025753	0.29329	0.86601	0.99931	0.7693	1
TMEM106C	3	-0.0054113	-0.06388	0.89775	0.99931	0.94907	1
TMEM107	3	0.11921	1.5658	0.29529	0.97526	0.11739	1
TMEM108	3	0.073473	0.72849	0.53753	0.99645	0.46631	1
TMEM109	3	0.029455	0.30284	0.83915	0.99889	0.76201	1
TMEM11	3	0.0033544	0.022679	0.96153	0.99931	0.98191	1
TMEM110	3	0.075637	0.51511	0.52391	0.99645	0.60647	1
TMEM115	3	0.1004	0.83281	0.38308	0.99308	0.40495	1
TMEM116	3	0.032725	0.27054	0.81747	0.99889	0.78675	1
TMEM117	3	-0.068278	-0.61034	0.47515	0.99645	0.54164	1
TMEM119	3	-0.040717	-0.30083	0.64445	0.99645	0.76354	1
TMEM120A	3	-0.17608	-1.664	0.10269	0.82335	0.096117	1
TMEM120B	3	-0.096168	-1.0788	0.33654	0.98138	0.28067	1
TMEM121	3	0.097684	1.1871	0.3982	0.99645	0.23518	1
TMEM123	3	0.013507	0.080483	0.95875	0.99931	0.93585	1
TMEM125	3	-0.01058	-0.10087	0.85806	0.99931	0.91965	1
TMEM126A	3	-0.090725	-1.3047	0.36161	0.98576	0.19199	1
TMEM126B	3	-0.13603	-0.48009	0.18876	0.91165	0.63116	1
TMEM127	3	0.024168	0.25906	0.87774	0.99931	0.79559	1
TMEM128	3	-0.04018	-0.40551	0.64784	0.99645	0.68511	1
TMEM129	3	0.057578	0.61213	0.63955	0.99645	0.54045	1
TMEM130	3	-0.013024	-0.058359	0.83921	0.99889	0.95346	1
TMEM131	3	-0.012621	-0.10108	0.8421	0.99889	0.91948	1
TMEM132A	3	-0.043642	-0.58588	0.62404	0.99645	0.55795	1
TMEM132B	3	-0.084662	-1.0079	0.38864	0.99573	0.3135	1
TMEM132D	3	-0.085241	-0.90236	0.3858	0.99455	0.36687	1
TMEM132E	3	0.11081	1.5089	0.33076	0.97951	0.13132	1
TMEM133	3	-0.056286	-0.47749	0.54431	0.99645	0.63301	1
TMEM134	3	0.095947	0.5465	0.40793	0.99645	0.58472	1
TMEM135	3	-0.1641	-1.6946	0.12476	0.85649	0.090144	1
TMEM136	3	-0.057343	-1.0181	0.5382	0.99645	0.30864	1
TMEM138	3	0.20278	1.4306	0.075225	0.76744	0.15256	1
TMEM139	3	0.051141	0.75503	0.68453	0.99645	0.45023	1
TMEM140	3	-0.010241	-0.09911	0.86123	0.99931	0.92105	1
TMEM141	3	-0.013901	-0.1691	0.83243	0.99889	0.86572	1
TMEM143	3	0.11346	1.0867	0.31942	0.97726	0.27718	1
TMEM144	3	0.083608	1.2012	0.47337	0.99645	0.22966	1
TMEM145	3	-0.00069861	-0.0085962	0.93067	0.99931	0.99314	1
TMEM147	3	-0.18425	-1.3338	0.089403	0.8012	0.18228	1
TMEM14A	3	-0.032981	-0.35496	0.6976	0.99645	0.72262	1
TMEM14B	3	0.070673	0.53231	0.5546	0.99645	0.59451	1
TMEM14C	3	-0.013265	-0.19325	0.83732	0.99889	0.84676	1
TMEM14E	3	-0.043563	-0.64514	0.62432	0.99645	0.51884	1
TMEM150A	3	-0.092826	-0.92123	0.35205	0.98528	0.35693	1
TMEM150B	3	-0.06473	-0.59732	0.49483	0.99645	0.55029	1
TMEM150C	3	0.049464	0.3433	0.69398	0.99645	0.73137	1
TMEM151A	3	0.061792	0.59451	0.6127	0.99645	0.55217	1
TMEM151B	3	-0.075023	-0.72073	0.43917	0.99645	0.47108	1
TMEM154	3	0.19951	1.1884	0.079895	0.77928	0.23468	1
TMEM155	3	0.065549	0.61197	0.58812	0.99645	0.54056	1
TMEM156	3	-0.0072263	-0.054728	0.88358	0.99931	0.95635	1
TMEM158	3	0.14077	1.2555	0.21533	0.94075	0.20931	1
TMEM159	3	-0.036416	-0.42885	0.67447	0.99645	0.66803	1
TMEM160	3	0.062568	0.47763	0.60758	0.99645	0.63291	1
TMEM161A	3	0.0012381	0.0112	0.94607	0.99931	0.99106	1
TMEM161B	3	-0.028997	-0.23969	0.72629	0.99687	0.81057	1
TMEM163	3	-0.012858	-0.16151	0.8406	0.99889	0.8717	1
TMEM164	3	0.01855	0.24034	0.92188	0.99931	0.81006	1
TMEM165	3	-0.46841	-2.9586	0.00055599	0.076923	0.0030904	1
TMEM167A	3	-0.093213	-0.31079	0.35038	0.985	0.75596	1
TMEM167B	3	0.034226	0.23902	0.80635	0.99889	0.81109	1
TMEM168	3	0.15597	0.83822	0.16919	0.90619	0.40191	1
TMEM169	3	-0.15119	-1.6377	0.15123	0.89093	0.10149	1
TMEM17	3	0.18029	0.88642	0.11337	0.84044	0.37539	1
TMEM170A	3	-0.0010811	-0.0097613	0.92817	0.99931	0.99221	1
TMEM170B	3	0.0091675	0.11479	0.99077	0.99967	0.90861	1
TMEM171	3	0.053368	0.64645	0.66796	0.99645	0.51799	1
TMEM173	3	0.058417	0.43814	0.63388	0.99645	0.66128	1
TMEM174	3	-0.0211	-0.23085	0.78322	0.99889	0.81743	1
TMEM175	3	0.050018	0.60413	0.69115	0.99645	0.54576	1
TMEM176A	3	0.062657	0.66914	0.60686	0.99645	0.50341	1
TMEM176B	3	0.12758	0.67574	0.2597	0.96057	0.4992	1
TMEM177	3	0.092139	1.2365	0.42828	0.99645	0.21626	1
TMEM178A	3	-0.12969	-1.0178	0.20866	0.93895	0.30879	1
