Gene	beta	fdr	dataset	hit
HSFX2	-0.04568	0.98282	top5	NOT
HSFY2	-0.0035607	0.99801	top5	NOT
HSP90AA1	0.094847	0.93036	top5	NOT
HSP90AB1	0.040854	0.98282	top5	NOT
HSP90B1	0.19118	0.51943	top5	NOT
HSPA12A	0.042625	0.98273	top5	NOT
HSPA12B	-0.045393	0.96804	top5	NOT
HSPA13	0.48268	0.028571	top5	UP
HSPA14	0.029573	0.99126	top5	NOT
HSPA1A	0.08246	0.9498	top5	NOT
HSPA1B	-0.029021	0.9807	top5	NOT
HSPA1L	-0.037924	0.9733	top5	NOT
HSPA2	-0.055124	0.95903	top5	NOT
HSPA4	0.058723	0.96847	top5	NOT
HSPA4L	-0.069253	0.9498	top5	NOT
HSPA5	0.0014251000000000001	0.99848	top5	NOT
HSPA6	0.033856	0.98722	top5	NOT
HSPA8	0.009797	0.99927	top5	NOT
HSPA9	-0.16552	0.59538	top5	NOT
HSPB1	-0.028525	0.98092	top5	NOT
HSPB11	0.043557	0.9807	top5	NOT
HSPB2	-0.08309	0.92888	top5	NOT
HSPB3	-0.063175	0.95627	top5	NOT
HSPB6	0.085846	0.94554	top5	NOT
HSPB7	0.05836	0.97027	top5	NOT
HSPB8	0.091965	0.93498	top5	NOT
HSPB9	0.062482	0.96385	top5	NOT
HSPBAP1	0.077399	0.95627	top5	NOT
HSPBP1	-0.042264	0.97091	top5	NOT
HSPD1	0.34937	0.2629	top5	NOT
HSPE1	-0.76773	0.089744	top5	DOWN
HSPE1-MOB4	-0.014326	0.99234	top5	NOT
HSPG2	0.068112	0.96006	top5	NOT
HSPH1	0.22068	0.3674	top5	NOT
HTATIP2	0.061492	0.96708	top5	NOT
HTATSF1	0.16618	0.65928	top5	NOT
HTR1A	0.012224	0.99873	top5	NOT
HTR1B	-0.082268	0.93036	top5	NOT
HTR1D	0.052805	0.9733	top5	NOT
HTR1E	-0.0095529	0.99234	top5	NOT
HTR1F	-0.15738	0.6254	top5	NOT
HTR2A	0.16388	0.67455	top5	NOT
HTR2B	-0.067261	0.95098	top5	NOT
HTR2C	-0.13782	0.74812	top5	NOT
HTR3A	0.063887	0.96371	top5	NOT
HTR3B	0.11305	0.8822	top5	NOT
HTR3C	-8.0406e-4	0.99801	top5	NOT
HTR3D	0.060445	0.96795	top5	NOT
HTR3E	-0.061043	0.95627	top5	NOT
HTR4	-0.09156	0.91256	top5	NOT
HTR5A	-0.021447	0.98552	top5	NOT
HTR6	0.047627	0.97589	top5	NOT
HTR7	-0.052011	0.96139	top5	NOT
HTRA1	0.0072934	0.99944	top5	NOT
HTRA2	0.027226	0.9915	top5	NOT
HTRA3	0.011653	0.99885	top5	NOT
HTRA4	0.012285	0.99873	top5	NOT
HTT	-0.022025	0.98522	top5	NOT
HUNK	0.094871	0.93036	top5	NOT
HUS1	0.1618	0.68981	top5	NOT
HUS1B	-0.086448	0.92093	top5	NOT
HUWE1	0.16505	0.66373	top5	NOT
HVCN1	0.13285	0.83117	top5	NOT
HYAL1	-0.020801	0.9866	top5	NOT
HYAL2	-0.024973	0.98282	top5	NOT
HYAL3	-0.095287	0.89621	top5	NOT
HYAL4	-0.032594	0.97589	top5	NOT
HYDIN	0.14694	0.77031	top5	NOT
HYI	0.062128	0.9642	top5	NOT
HYKK	0.15253	0.73892	top5	NOT
HYLS1	-0.0055019	0.99442	top5	NOT
HYOU1	0.17365	0.61115	top5	NOT
HYPK	0.11936	0.86644	top5	NOT
IAH1	-0.035696	0.97408	top5	NOT
IAPP	0.16192	0.68967	top5	NOT
IARS	0.14354	0.78418	top5	NOT
IARS2	0.13185	0.83647	top5	NOT
IBA57	0.1061	0.90721	top5	NOT
IBSP	-0.11763	0.83858	top5	NOT
IBTK	-0.097062	0.89178	top5	NOT
ICA1	0.12934	0.84175	top5	NOT
ICA1L	0.081508	0.95098	top5	NOT
ICAM1	1.0734	0	top5	UP
ICAM2	0.14821	0.76356	top5	NOT
ICAM3	0.09412	0.93036	top5	NOT
ICAM4	0.14419	0.78142	top5	NOT
ICAM5	0.074511	0.95643	top5	NOT
ICK	-0.048682	0.96371	top5	NOT
ICMT	0.051646	0.9733	top5	NOT
ICOS	0.13271	0.83118	top5	NOT
ICOSLG	-0.013538	0.99126	top5	NOT
ICT1	-0.15479	0.64936	top5	NOT
ID1	-0.095559	0.89621	top5	NOT
ID2	0.050156	0.97519	top5	NOT
ID3	0.029682	0.99126	top5	NOT
ID4	0.022927	0.99261	top5	NOT
IDE	0.10517	0.91096	top5	NOT
IDH1	-0.043113	0.9709	top5	NOT
IDH2	0.042604	0.98273	top5	NOT
IDH3A	-0.037831	0.9733	top5	NOT
IDH3B	-0.10773	0.86465	top5	NOT
IDH3G	0.0074969	0.99944	top5	NOT
IDI1	-0.077654	0.93602	top5	NOT
IDI2	0.0099781	0.99927	top5	NOT
IDNK	0.025295	0.99234	top5	NOT
IDO1	-0.19138	0.45662	top5	NOT
IDS	-0.0097427	0.99234	top5	NOT
IDUA	-0.0042232	0.99736	top5	NOT
IER2	0.19624	0.49904	top5	NOT
IER3	0.015193	0.99848	top5	NOT
IER3IP1	-0.26203	0.23611	top5	NOT
IER5	0.029212	0.99126	top5	NOT
IER5L	-0.058832	0.95867	top5	NOT
IFFO1	-0.066713	0.95115	top5	NOT
IFFO2	0.0013262	0.99848	top5	NOT
IFI16	-0.09266	0.90939	top5	NOT
IFI27	0.06289	0.96385	top5	NOT
IFI27L1	0.017253	0.99801	top5	NOT
IFI27L2	-0.012824	0.99126	top5	NOT
IFI30	0.18664	0.55	top5	NOT
IFI35	0.062016	0.96447	top5	NOT
IFI44	0.034813	0.98702	top5	NOT
IFI44L	-0.035131	0.97519	top5	NOT
IFI6	0.033032	0.98752	top5	NOT
IFIH1	0.045002	0.97922	top5	NOT
IFIT1	0.095632	0.93036	top5	NOT
IFIT1B	0.028578	0.99126	top5	NOT
IFIT2	-0.032203	0.97636	top5	NOT
IFIT3	-0.06451	0.95627	top5	NOT
IFIT5	0.072349	0.95903	top5	NOT
IFITM1	-0.1105	0.88515	top5	NOT
IFITM10	0.055668	0.97163	top5	NOT
IFITM2	0.032875	0.99126	top5	NOT
IFITM3	0.12879	0.9195	top5	NOT
IFITM5	0.054128	0.9733	top5	NOT
IFLTD1	0.0049618	0.99927	top5	NOT
IFNA1	0.12261	0.92888	top5	NOT
IFNA10	-0.050797	0.9785	top5	NOT
IFNA13	-0.047625	0.9807	top5	NOT
IFNA14	0.016993	0.99848	top5	NOT
IFNA16	0.0023465	0.99873	top5	NOT
IFNA17	0.0098348	0.99944	top5	NOT
IFNA2	0.14798	0.87052	top5	NOT
IFNA21	-0.022232	0.99252	top5	NOT
IFNA4	0.052522	0.9861	top5	NOT
IFNA5	0.022076	0.99801	top5	NOT
IFNA6	-0.032817	0.98282	top5	NOT
IFNA7	0.074606	0.96817	top5	NOT
IFNA8	0.054285	0.97519	top5	NOT
IFNAR1	-0.11206	0.85307	top5	NOT
IFNAR2	-0.030297	0.97982	top5	NOT
IFNB1	-0.0636	0.95627	top5	NOT
IFNE	-0.025329	0.98282	top5	NOT
IFNG	-0.063183	0.95627	top5	NOT
IFNGR1	-0.10003	0.8783	top5	NOT
IFNGR2	0.099779	0.92215	top5	NOT
IFNK	0.026355	0.99234	top5	NOT
IFNL1	-0.11296	0.84941	top5	NOT
IFNL2	0.15113	0.92079	top5	NOT
IFNL3	0.027787	0.99234	top5	NOT
IFNLR1	-0.043353	0.97056	top5	NOT
IFNW1	-0.097971	0.94067	top5	NOT
IFRD1	-0.066615	0.95115	top5	NOT
IFRD2	-0.0019389	0.99801	top5	NOT
IFT122	-0.087508	0.91993	top5	NOT
IFT140	0.091831	0.93498	top5	NOT
IFT172	-0.055186	0.95903	top5	NOT
IFT20	-0.1446	0.70941	top5	NOT
IFT27	0.039741	0.98282	top5	NOT
IFT43	0.06699	0.96065	top5	NOT
IFT46	0.17558000000000001	0.60055	top5	NOT
IFT52	-0.088617	0.91936	top5	NOT
IFT57	0.087315	0.9426	top5	NOT
IFT74	0.027671	0.99126	top5	NOT
IFT80	0.14004	0.8	top5	NOT
IFT81	0.027698	0.99126	top5	NOT
IFT88	-0.068182	0.95098	top5	NOT
IGBP1	-0.06684	0.95115	top5	NOT
IGDCC3	0.033059	0.98752	top5	NOT
IGDCC4	0.0393	0.98282	top5	NOT
IGF1	-0.011547	0.99186	top5	NOT
IGF1R	0.17292	0.61442	top5	NOT
IGF2	0.0023224	0.99848	top5	NOT
IGF2BP1	0.109	0.89621	top5	NOT
IGF2BP2	-0.0013533	0.99801	top5	NOT
IGF2BP3	-0.065375	0.95377	top5	NOT
IGF2R	-0.038524	0.9733	top5	NOT
IGFALS	0.11257	0.88367	top5	NOT
IGFBP1	-0.043508	0.97056	top5	NOT
IGFBP2	0.031255	0.99052	top5	NOT
IGFBP3	-0.012298	0.99126	top5	NOT
IGFBP4	0.07312	0.95867	top5	NOT
IGFBP5	0.092311	0.93498	top5	NOT
IGFBP6	0.09457	0.93036	top5	NOT
IGFBP7	-5.4146e-4	0.99801	top5	NOT
IGFBPL1	-0.078643	0.93498	top5	NOT
IGFL1	-0.010117	0.99234	top5	NOT
IGFL2	0.062602	0.96385	top5	NOT
IGFL3	0.0025113	0.99848	top5	NOT
IGFL4	0.053166	0.9733	top5	NOT
IGFLR1	-0.0040948	0.99763	top5	NOT
IGFN1	0.057841	0.97056	top5	NOT
IGHMBP2	0.055716	0.97163	top5	NOT
IGIP	-0.032568	0.98304	top5	NOT
IGJ	9.3162e-4	0.99848	top5	NOT
IGLL1	0.1562	0.72242	top5	NOT
IGLL5	-0.26097	0.24176	top5	NOT
IGLON5	0.02402	0.99235	top5	NOT
IGSF1	-0.0013926	0.99801	top5	NOT
IGSF10	0.014107	0.99848	top5	NOT
IGSF11	0.0015425	0.99848	top5	NOT
IGSF21	-0.046211	0.9675	top5	NOT
IGSF22	0.067885	0.96065	top5	NOT
IGSF23	-0.10251	0.87052	top5	NOT
IGSF3	0.060439	0.9733	top5	NOT
IGSF5	0.11941	0.86644	top5	NOT
IGSF6	-0.065732	0.95323	top5	NOT
IGSF8	0.049605	0.97519	top5	NOT
IGSF9	0.010107	0.99927	top5	NOT
IGSF9B	-0.09187	0.91067	top5	NOT
IHH	0.024856	0.99234	top5	NOT
IK	-0.091532	0.91256	top5	NOT
IKBIP	0.0085955	0.99944	top5	NOT
IKBKAP	-0.23618	0.28343	top5	NOT
IKBKB	0.051648	0.9733	top5	NOT
IKBKE	-0.02973	0.9807	top5	NOT
IKBKG	-0.061836	0.95627	top5	NOT
IKZF1	0.035221	0.98702	top5	NOT
IKZF2	-0.067657	0.95098	top5	NOT
IKZF3	0.11063	0.89178	top5	NOT
IKZF4	-0.0022362	0.99801	top5	NOT
IKZF5	-0.064866	0.95559	top5	NOT
IL10	-0.13518	0.76259	top5	NOT
IL10RA	-0.088355	0.9195	top5	NOT
IL10RB	-0.12801	0.7985	top5	NOT
IL11	0.011085	0.99927	top5	NOT
IL11RA	-0.025856	0.98282	top5	NOT
IL12A	0.16837	0.6468	top5	NOT
IL12B	0.0096749	0.99927	top5	NOT
IL12RB1	0.03396	0.98722	top5	NOT
IL12RB2	0.088391	0.94247	top5	NOT
IL13	-0.16638	0.5905	top5	NOT
IL13RA1	0.057012	0.97091	top5	NOT
IL13RA2	-0.091834	0.91096	top5	NOT
IL15	0.097979	0.92888	top5	NOT
IL15RA	0.080423	0.95115	top5	NOT
IL16	0.054027	0.9733	top5	NOT
IL17A	-0.10378	0.87052	top5	NOT
IL17B	-0.053042	0.96065	top5	NOT
IL17C	0.013069	0.99848	top5	NOT
IL17D	0.057977	0.97056	top5	NOT
IL17F	-0.11399	0.84606	top5	NOT
IL17RA	0.10892	0.89621	top5	NOT
IL17RB	-0.056068	0.95903	top5	NOT
IL17RC	0.0428	0.98251	top5	NOT
IL17RD	0.11339	0.87936	top5	NOT
IL17RE	-0.061825	0.95627	top5	NOT
IL17REL	0.0092583	0.99927	top5	NOT
IL18	0.018781	0.99778	top5	NOT
IL18BP	-0.06268	0.95627	top5	NOT
IL18R1	0.11339	0.87936	top5	NOT
IL18RAP	0.030911	0.99126	top5	NOT
IL19	0.127	0.84896	top5	NOT
IL1A	0.086443999999999993	0.9448	top5	NOT
IL1B	0.040536	0.98282	top5	NOT
IL1F10	0.085871	0.94554	top5	NOT
IL1R1	0.12995	0.84175	top5	NOT
IL1R2	0.027058	0.99171	top5	NOT
IL1RAP	0.0491	0.97519	top5	NOT
IL1RAPL1	0.13207	0.83435	top5	NOT
IL1RAPL2	0.051769	0.9733	top5	NOT
IL1RL1	0.056153	0.97149	top5	NOT
IL1RL2	-0.039432	0.9733	top5	NOT
IL1RN	0.085081	0.94684	top5	NOT
IL2	-0.10251	0.87052	top5	NOT
IL20	0.11916	0.86644	top5	NOT
IL20RA	0.016614	0.99801	top5	NOT
IL20RB	0.12962	0.84175	top5	NOT
IL21	0.03421	0.98722	top5	NOT
IL21R	0.032827	0.98781	top5	NOT
IL22	0.0045394	0.99908	top5	NOT
IL22RA1	-0.03987	0.9733	top5	NOT
IL22RA2	0.062327	0.96385	top5	NOT
IL23A	-0.017672	0.98752	top5	NOT
IL23R	-0.020479	0.98702	top5	NOT
IL24	0.074374	0.95643	top5	NOT
IL25	-0.063951	0.95627	top5	NOT
IL26	0.012218	0.99873	top5	NOT
IL27	-0.017517	0.98784	top5	NOT
IL27RA	0.17438	0.60573	top5	NOT
IL2RA	-0.0025646	0.99797	top5	NOT
IL2RB	-0.036022	0.9733	top5	NOT
IL2RG	-0.24368	0.27373	top5	NOT
IL3	0.055416	0.97163	top5	NOT
IL31	-0.0020489	0.99801	top5	NOT
IL31RA	0.011014	0.99927	top5	NOT
IL32	0.05349	0.9733	top5	NOT
IL33	0.049859	0.97519	top5	NOT
IL34	0.046657	0.977	top5	NOT
IL36A	-0.024176	0.98282	top5	NOT
IL36B	0.080631	0.95115	top5	NOT
IL36G	0.070153	0.95903	top5	NOT
IL36RN	0.085608	0.94635	top5	NOT
IL37	0.046161	0.97766	top5	NOT
IL3RA	0.052494	0.9733	top5	NOT
IL4	-0.11174	0.85307	top5	NOT
IL4I1	-0.087842	0.9195	top5	NOT
IL4R	0.06804	0.96031	top5	NOT
IL5	0.088173	0.9426	top5	NOT
IL5RA	-0.059733	0.95643	top5	NOT
IL6	-0.027797	0.98273	top5	NOT
IL6R	0.072729	0.95903	top5	NOT
IL6ST	-0.067585	0.95098	top5	NOT
IL7	0.19365	0.51484	top5	NOT
IL7R	0.07963	0.95325	top5	NOT
IL8	0.16699	0.65534	top5	NOT
IL9	0.091165	0.93602	top5	NOT
IL9R	-0.11541	0.87052	top5	NOT
ILDR1	-0.086154	0.92181	top5	NOT
ILDR2	-0.059852	0.95643	top5	NOT
ILF2	-0.17026	0.56508	top5	NOT
ILF3	-0.11814	0.83686	top5	NOT
ILK	-0.1168	0.84083	top5	NOT
ILKAP	0.040072	0.98282	top5	NOT
ILVBL	-0.088647	0.91936	top5	NOT
IMMP1L	-0.16966	0.56659	top5	NOT
IMMP2L	-0.05743	0.95903	top5	NOT
IMMT	-0.12902	0.79334	top5	NOT
IMP3	0.017864	0.99797	top5	NOT
IMP4	-0.10219	0.87144	top5	NOT
IMPA1	0.162	0.68915	top5	NOT
IMPA2	0.016533	0.99801	top5	NOT
IMPACT	-0.024115	0.98304	top5	NOT
IMPAD1	0.040993	0.98282	top5	NOT
IMPDH1	-0.036254	0.97636	top5	NOT
IMPDH2	0.035852	0.9866	top5	NOT
IMPG1	-0.014373	0.99126	top5	NOT
IMPG2	-0.019119	0.98722	top5	NOT
INA	-0.079572	0.93036	top5	NOT
INADL	0.039124	0.98282	top5	NOT
INCA1	-0.033507	0.97519	top5	NOT
INCENP	-0.028532	0.98092	top5	NOT
INF2	-0.094623	0.89906	top5	NOT
ING1	0.043883	0.9807	top5	NOT
ING2	-0.078142	0.93498	top5	NOT
ING3	0.094501	0.93036	top5	NOT
ING4	0.097288	0.92888	top5	NOT
ING5	-0.12613	0.80138	top5	NOT
INHA	0.029405	0.99126	top5	NOT
INHBA	-0.055993	0.95903	top5	NOT
INHBB	0.040886	0.98282	top5	NOT
INHBC	0.027473	0.99126	top5	NOT
INHBE	0.0033018	0.99873	top5	NOT
INIP	0.01068	0.99927	top5	NOT
INMT	0.031085	0.99096	top5	NOT
INO80	-0.12882	0.79555	top5	NOT
INO80B	0.22441	0.34993	top5	NOT
INO80C	0.012388	0.99873	top5	NOT
INO80D	-0.029101	0.9807	top5	NOT
INO80E	-0.052592	0.96065	top5	NOT
INPP1	0.12435	0.85419	top5	NOT
INPP4A	0.12212	0.86271	top5	NOT
INPP4B	-0.043496	0.97056	top5	NOT
INPP5A	0.14656	0.77198	top5	NOT
INPP5B	0.092875	0.93339	top5	NOT
INPP5E	-0.0075618	0.99261	top5	NOT
INPP5F	-0.0053339	0.99442	top5	NOT
INPP5J	0.0020752	0.99848	top5	NOT
INPP5K	0.17147	0.61973	top5	NOT
INPPL1	-0.029189	0.9807	top5	NOT
INS	0.0233	0.99252	top5	NOT
INS-IGF2	0.10606	0.93036	top5	NOT
INSC	-0.018828	0.98722	top5	NOT
INSIG1	-0.04145	0.97149	top5	NOT
INSIG2	0.12915	0.84258	top5	NOT
INSL3	0.23232	0.31728	top5	NOT
INSL4	-0.094044	0.90199	top5	NOT
INSL5	0.25116	0.27373	top5	NOT
INSL6	-0.044831	0.96817	top5	NOT
INSM1	-0.048563	0.96385	top5	NOT
INSM2	-0.015957	0.9908	top5	NOT
INSR	-0.054162	0.95959	top5	NOT
INSRR	0.0289	0.99126	top5	NOT
INTS1	-0.043557	0.9704	top5	NOT
INTS10	-0.14101	0.72884	top5	NOT
INTS12	0.11299	0.8822	top5	NOT
INTS2	0.13103	0.83858	top5	NOT
INTS3	0.034036	0.98722	top5	NOT
INTS4	-0.027642	0.98273	top5	NOT
INTS5	-0.030696	0.97878	top5	NOT
INTS6	0.088798	0.94075	top5	NOT
INTS7	-0.069615	0.9498	top5	NOT
INTS8	0.19324	0.51499	top5	NOT
INTS9	0.13717	0.81164	top5	NOT
INTU	0.030168	0.99126	top5	NOT
INVS	0.048067	0.97519	top5	NOT
IP6K1	0.025967	0.99234	top5	NOT
IP6K2	0.012586	0.99873	top5	NOT
IP6K3	-0.032867	0.97519	top5	NOT
IPCEF1	-0.0030916	0.99778	top5	NOT
IPMK	-0.068698	0.9498	top5	NOT
IPO11	0.006377	0.99927	top5	NOT
IPO13	-0.01059	0.99234	top5	NOT
IPO4	0.00398	0.99873	top5	NOT
IPO5	-0.11954	0.83064	top5	NOT
IPO7	-0.091227	0.91256	top5	NOT
IPO8	-0.02429	0.98282	top5	NOT
IPO9	0.21478	0.39157	top5	NOT
IPP	0.16418	0.66782	top5	NOT
IPPK	-0.0038406	0.99778	top5	NOT
IQCA1	-0.055553	0.95903	top5	NOT
IQCB1	-0.1423	0.72499	top5	NOT
IQCC	0.073826	0.95643	top5	NOT
IQCD	-0.0071688	0.99301	top5	NOT
IQCE	0.021019	0.99442	top5	NOT
IQCF1	-0.12645	0.8	top5	NOT
IQCF2	0.0016772	0.99848	top5	NOT
IQCF3	0.022492	0.99329	top5	NOT
IQCF5	0.057317	0.9709	top5	NOT
IQCF6	-0.034848	0.97519	top5	NOT
IQCG	0.071971	0.95903	top5	NOT
IQCH	-0.15051	0.67468	top5	NOT
IQCJ	-0.037489	0.9733	top5	NOT
IQCJ-SCHIP1	0.04046	0.98282	top5	NOT
IQCK	0.043151	0.98152	top5	NOT
IQGAP1	0.1058	0.90976	top5	NOT
IQGAP2	0.058626	0.96903	top5	NOT
IQGAP3	0.019353	0.99763	top5	NOT
IQSEC1	0.036287	0.98609	top5	NOT
IQSEC2	0.022683	0.99301	top5	NOT
IQSEC3	0.006838	0.99927	top5	NOT
IQUB	0.025753	0.99234	top5	NOT
IRAK1	-0.034153	0.97519	top5	NOT
IRAK1BP1	0.10902	0.89621	top5	NOT
IRAK2	-0.0010598	0.99801	top5	NOT
IRAK3	0.050732	0.97408	top5	NOT
IRAK4	-0.0957	0.89621	top5	NOT
IREB2	-0.12863	0.7963	top5	NOT
IRF1	0.056398	0.97091	top5	NOT
IRF2	-0.080709	0.93036	top5	NOT
IRF2BP1	0.0041383	0.99885	top5	NOT
IRF2BP2	-0.12271	0.81541	top5	NOT
IRF2BPL	0.0085079	0.99944	top5	NOT
IRF3	0.14869	0.76253	top5	NOT
IRF4	0.10191	0.9195	top5	NOT
IRF5	0.0066578	0.99927	top5	NOT
IRF6	0.042982	0.98215	top5	NOT
IRF7	-0.033288	0.97519	top5	NOT
IRF8	0.047569	0.97589	top5	NOT
IRF9	-0.054071	0.95974	top5	NOT
IRG1	0.082505	0.9498	top5	NOT
IRGC	-0.067779	0.95098	top5	NOT
IRGM	-0.013481	0.99126	top5	NOT
IRGQ	0.057629	0.9709	top5	NOT
IRS1	0.01061	0.99927	top5	NOT
IRS2	0.064683	0.96371	top5	NOT
IRS4	-0.09064	0.91667	top5	NOT
IRX1	-0.065113	0.95528	top5	NOT
IRX2	-0.022486	0.98475	top5	NOT
IRX3	0.048757	0.97519	top5	NOT
IRX4	0.050187	0.97519	top5	NOT
IRX5	-0.025877	0.98282	top5	NOT
IRX6	0.14324	0.78665	top5	NOT
ISCA1	-0.16949	0.8	top5	NOT
ISCA2	-0.18271	0.49904	top5	NOT
ISCU	0.0027414	0.99848	top5	NOT
ISG15	0.026544	0.99234	top5	NOT
ISG20	0.0074271	0.99944	top5	NOT
ISG20L2	-0.018669	0.98722	top5	NOT
ISL1	0.018545	0.99778	top5	NOT
ISL2	0.13927	0.80138	top5	NOT
ISLR	0.09946	0.92349	top5	NOT
ISLR2	0.093755	0.93036	top5	NOT
ISM1	0.06578	0.96351	top5	NOT
ISM2	0.10712	0.9023	top5	NOT
ISOC1	0.081999	0.95098	top5	NOT
ISOC2	-0.079556	0.93036	top5	NOT
IST1	-0.037426	0.9733	top5	NOT
ISX	-0.051668	0.96265	top5	NOT
ISY1	-0.056932	0.95903	top5	NOT
ISY1-RAB43	-0.21561	0.90663	top5	NOT
ISYNA1	-0.0083084	0.99235	top5	NOT
ITCH	-0.087172	0.92037	top5	NOT
ITFG1	0.092678	0.93498	top5	NOT
ITFG2	-0.067686	0.95098	top5	NOT
ITFG3	0.077992	0.95627	top5	NOT
ITGA1	-0.0017106	0.99801	top5	NOT
ITGA10	0.15526	0.72499	top5	NOT
ITGA11	0.0712	0.95903	top5	NOT
ITGA2	-0.013959	0.99126	top5	NOT
ITGA2B	0.046715	0.977	top5	NOT
ITGA3	0.018485	0.99778	top5	NOT
ITGA4	-0.079505	0.93036	top5	NOT
ITGA5	-0.15736	0.6254	top5	NOT
ITGA6	-0.017248	0.98793	top5	NOT
ITGA7	0.036826	0.98522	top5	NOT
ITGA8	-0.10294	0.87052	top5	NOT
ITGA9	-0.0051256	0.99455	top5	NOT
ITGAD	0.0084651	0.99944	top5	NOT
ITGAE	0.094091	0.93036	top5	NOT
ITGAL	-0.039649	0.9733	top5	NOT
ITGAM	0.033446	0.98722	top5	NOT
ITGAV	-0.029684	0.9807	top5	NOT
ITGAX	0.086136	0.9448	top5	NOT
ITGB1	0.08326	0.9498	top5	NOT
ITGB1BP1	0.077716	0.95627	top5	NOT
ITGB1BP2	-0.046442	0.9675	top5	NOT
ITGB2	0.029272	0.99126	top5	NOT
ITGB3	0.011282	0.99908	top5	NOT
ITGB3BP	0.13598	0.81541	top5	NOT
ITGB4	0.043813	0.9807	top5	NOT
ITGB5	0.054642	0.9733	top5	NOT
ITGB6	0.060437	0.96796	top5	NOT
ITGB7	0.0099579	0.99927	top5	NOT
ITGB8	-0.0074185	0.99261	top5	NOT
ITGBL1	0.074064	0.95643	top5	NOT
ITIH1	-0.03509	0.97519	top5	NOT
ITIH2	0.07185	0.95903	top5	NOT
ITIH3	-0.034776	0.97519	top5	NOT
ITIH4	-0.050834	0.96371	top5	NOT
ITIH6	0.063424	0.96371	top5	NOT
ITK	-0.13159	0.78058	top5	NOT
ITLN1	0.070446	0.95903	top5	NOT
ITLN2	-0.033183	0.97519	top5	NOT
ITM2A	-0.087183	0.92037	top5	NOT
ITM2B	0.19328	0.51499	top5	NOT
ITM2C	0.002704	0.99848	top5	NOT
ITPA	-0.013763	0.99126	top5	NOT
ITPK1	0.022477	0.99329	top5	NOT
ITPKA	0.066444	0.96139	top5	NOT
ITPKB	-0.0015719	0.99801	top5	NOT
ITPKC	0.0093985	0.99927	top5	NOT
ITPR1	0.010295	0.99927	top5	NOT
ITPR2	0.081261	0.95098	top5	NOT
ITPR3	-0.2066	0.36997	top5	NOT
ITPRIP	0.020505	0.99488	top5	NOT
ITPRIPL1	0.22641	0.34802	top5	NOT
ITPRIPL2	-0.0076764	0.99252	top5	NOT
ITSN1	-0.015832	0.99096	top5	NOT
ITSN2	0.060568	0.9675	top5	NOT
IVD	-0.072725	0.94466	top5	NOT
IVL	0.12545	0.85307	top5	NOT
IVNS1ABP	0.083833	0.94865	top5	NOT
IWS1	0.20473	0.45485	top5	NOT
IYD	-0.075773	0.93916	top5	NOT
IZUMO1	-0.060282	0.95643	top5	NOT
IZUMO2	0.0017027	0.99848	top5	NOT
IZUMO3	-0.028822	0.9807	top5	NOT
IZUMO4	-0.14445	0.70949	top5	NOT
JADE1	-0.052796	0.96065	top5	NOT
JADE2	-0.21046	0.34993	top5	NOT
JADE3	-0.073182	0.94286	top5	NOT
JAG1	0.084596	0.94684	top5	NOT
JAG2	-0.11664	0.84083	top5	NOT
JAGN1	-0.063735	0.95627	top5	NOT
JAK1	0.04922	0.97519	top5	NOT
JAK2	0.23831	0.29872	top5	NOT
JAK3	0.19274	0.51499	top5	NOT
JAKMIP1	-0.015163	0.99126	top5	NOT
JAKMIP2	-0.21083	0.34993	top5	NOT
JAKMIP3	0.019014	0.99778	top5	NOT
JAM2	-0.048325	0.96385	top5	NOT
JAM3	0.090705	0.9368	top5	NOT
JARID2	-0.1035	0.87052	top5	NOT
JAZF1	-0.0098992	0.99234	top5	NOT
JDP2	-0.048765	0.96371	top5	NOT
JKAMP	0.12161	0.86275	top5	NOT
JMJD1C	0.060815	0.9675	top5	NOT
JMJD4	0.015795	0.99848	top5	NOT
JMJD6	0.057365	0.9709	top5	NOT
JMJD7	0.0605	0.9675	top5	NOT
JMJD7-PLA2G4B	-0.067463	0.95643	top5	NOT
JMJD8	-0.0030126	0.99778	top5	NOT
JMY	0.0049348	0.99927	top5	NOT
JOSD1	0.01812	0.99778	top5	NOT
JOSD2	-0.050436	0.96371	top5	NOT
JPH1	-0.12686	0.8	top5	NOT
JPH2	-0.01858	0.98722	top5	NOT
JPH3	-0.058941	0.95788	top5	NOT
JPH4	0.033097	0.98752	top5	NOT
JRKL	0.027656	0.99126	top5	NOT
JSRP1	-0.011241	0.99234	top5	NOT
JTB	-0.18277	0.49904	top5	NOT
JUN	0.0045105	0.99908	top5	NOT
JUNB	0.08559	0.94635	top5	NOT
JUND	0.10399	0.91667	top5	NOT
JUP	-0.044165	0.96847	top5	NOT
KAAG1	-0.17807	0.51647	top5	NOT
KAL1	0.12499	0.85307	top5	NOT
KALRN	-0.073227	0.94283	top5	NOT
KANK1	-0.028202	0.98215	top5	NOT
KANK2	-0.001261	0.99801	top5	NOT
KANK3	0.093762	0.93036	top5	NOT
KANK4	0.10752	0.90199	top5	NOT
KANSL1	-0.054525	0.95903	top5	NOT
KANSL1L	-0.054755	0.95903	top5	NOT
KANSL2	-0.1706	0.56006	top5	NOT
KANSL3	-5.9319e-4	0.99801	top5	NOT
KARS	-0.11277	0.84941	top5	NOT
KAT2A	-0.041504	0.97149	top5	NOT
KAT2B	-0.053711	0.95976	top5	NOT
